datetime,total_load_kw,base_load_kw,solar_pv_kw,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,surface_pressure,hour,month
2022-03-13 10:00:00,214.18144794942157,187.6819078509696,164.89349720708637,28.3,37,11.7,0.0,892.5,10,3
2022-03-15 18:00:00,135.36014603290175,117.30334747140876,10.19061801342552,32.6,22,7.6,0.0,888.1,18,3
2022-03-16 22:00:00,112.6371453885096,106.8607060294806,0.015681072725673,26.5,35,9.7,0.0,889.2,22,3
2022-03-17 08:00:00,192.4940911910111,169.89827184364268,81.81915915147262,21.5,46,8.0,0.4,890.6,8,3
2022-03-18 08:00:00,158.21771294285907,130.528403939757,24.5479829480734,21.7,47,7.9,0.0,891.2,8,3
2022-03-18 19:00:00,148.82966768968947,140.11991473758948,0.0137750859855359,29.9,27,10.8,0.0,889.9,19,3
2022-03-19 14:00:00,174.90503910269996,166.33728216274022,102.53567557306596,33.5,27,8.3,0.0,891.5,14,3
2022-03-20 13:00:00,154.79895825251594,132.98727917719205,121.13516054093247,34.2,23,11.0,0.0,891.4,13,3
2022-03-23 19:00:00,143.4246358377044,132.4594941216959,0.0138617217464512,22.2,76,8.3,0.8,890.6,19,3
2022-03-24 00:00:00,108.39808729670618,105.20365352023649,0.0033787946756975,20.2,83,7.3,0.0,890.9,0,3
2022-03-24 06:00:00,116.64662212091172,116.18745258806052,0.5913757040079796,20.1,77,8.4,0.0,889.6,6,3
2022-03-24 14:00:00,147.33883951585858,121.96443804441398,115.16249118343028,29.0,43,18.2,0.7,891.8,14,3
2022-03-24 17:00:00,138.16974375938565,127.79433166792774,63.85237514557064,30.3,38,4.3,0.0,890.4,17,3
2022-03-25 10:00:00,131.3385140112126,123.23209249812696,94.50532025806396,26.3,59,12.2,0.0,893.4,10,3
2022-03-25 17:00:00,113.26863344982138,107.02384116728416,53.78036148883819,26.5,56,5.9,0.8,889.6,17,3
2022-03-27 19:00:00,165.92506921230515,157.2894764715487,0.0136884502246206,22.8,79,3.4,0.0,890.3,19,3
2022-03-28 08:00:00,166.1132420850132,154.48048519539125,53.15034623546198,21.6,81,5.2,0.0,892.0,8,3
2022-03-31 00:00:00,100.40989390748672,87.65702326499058,0.0143815363119432,19.0,96,9.8,0.0,889.3,0,3
2022-04-01 13:00:00,132.40141550239412,125.88751373265715,4.600279115645811,31.2,37,13.1,0.0,891.6,13,4
2022-04-02 10:00:00,132.37473812051928,119.42871034640024,94.6370532100044,27.5,43,19.4,0.0,892.8,10,4
2022-04-02 12:00:00,140.06000362512492,125.52867679214516,129.29655184850796,30.5,35,20.3,0.0,892.2,12,4
2022-04-02 18:00:00,127.37438545773796,123.50930360140651,9.222004753975282,30.6,32,12.3,0.0,887.3,18,4
2022-04-04 08:00:00,155.8946862065631,151.2244879397291,87.18194550980883,22.8,66,5.4,0.0,891.9,8,4
2022-04-04 18:00:00,155.55964967537074,150.85911242522815,0.0164772064520828,30.9,31,7.8,0.0,888.9,18,4
2022-04-06 15:00:00,174.13164087153115,169.04044562079707,164.84651708331614,33.1,30,9.1,0.0,889.6,15,4
2022-04-06 18:00:00,150.22722463493872,139.04730928572067,12.053817558084049,26.1,57,1.9,0.0,888.8,18,4
2022-04-08 19:00:00,157.27519712809078,152.2094587254203,0.0139489578430331,29.0,46,4.0,0.0,888.4,19,4
2022-04-09 13:00:00,198.64318549824156,172.5109463321437,172.56342928602817,32.5,26,13.5,0.0,890.6,13,4
2022-04-09 21:00:00,147.5138036105227,144.01191774402926,0.0154310346138554,26.6,41,7.1,0.0,887.5,21,4
2022-04-11 12:00:00,197.7541137977213,175.79095658794645,147.1639463116221,26.9,55,1.1,0.0,892.8,12,4
2022-04-11 18:00:00,159.96638700094445,151.65010551591462,17.560430209580936,21.9,80,9.2,2.3,890.2,18,4
2022-04-12 08:00:00,161.0415239872716,140.589823540776,58.22233976991467,20.5,84,5.5,0.0,891.6,8,4
2022-04-12 13:00:00,192.25674233079536,166.24768989864884,165.9511873634978,28.9,49,5.2,0.0,891.8,13,4
2022-04-13 08:00:00,172.20633596524647,154.3504493923528,79.87888145010231,21.9,76,3.3,0.0,889.6,8,4
2022-04-16 10:00:00,187.21741976704007,172.92183032160756,169.3788822104637,20.8,85,1.1,0.2,893.9,10,4
2022-04-16 14:00:00,179.50033320235505,167.73735141529824,80.35454091254974,20.9,88,3.5,0.7,892.2,14,4
2022-04-17 11:00:00,167.0018926130243,152.59218325623846,144.41242719609735,26.5,53,5.7,0.0,893.7,11,4
2022-04-17 17:00:00,170.16473162294557,155.04536903589542,70.819992321904,28.3,46,6.4,0.0,889.0,17,4
2022-04-19 19:00:00,164.76369514612313,152.46699135959727,0.0134258719239193,23.0,79,4.5,0.0,889.1,19,4
2022-04-20 12:00:00,163.636444990433,153.3542322594007,144.81258792421932,25.6,65,2.7,0.1,893.3,12,4
2022-04-21 13:00:00,154.10965550758743,137.15591778319194,90.42368331252972,26.5,61,3.1,0.3,892.2,13,4
2022-04-22 12:00:00,134.0622132955802,122.1359415207734,108.96856122188274,26.2,65,4.1,0.1,893.4,12,4
2022-04-22 16:00:00,125.51795353080328,119.33856520633962,77.7877583074586,24.3,70,4.5,1.1,889.2,16,4
2022-04-23 07:00:00,159.43606505994967,153.28614390892938,30.16967783277726,19.5,91,4.6,0.0,889.9,7,4
2022-04-26 22:00:00,108.61878865506456,105.53153556045528,0.0097642704901231,20.8,89,6.5,0.0,889.5,22,4
2022-04-27 17:00:00,143.6087928623656,139.63796046938663,3.853138061178348,24.1,71,3.1,2.3,888.5,17,4
2022-04-28 08:00:00,146.83972022275816,135.05965096234362,82.54313239812163,21.0,88,6.6,0.0,890.3,8,4
2022-04-29 10:00:00,147.62068749999497,134.28583252600137,110.940507955955,23.5,80,4.0,0.1,894.2,10,4
2022-05-01 13:00:00,126.55800000000002,120.33158333333334,4.3972500000000005,27.8,58,4.1,0.1,894.1,13,5
2022-05-02 10:00:00,126.5325,114.15783333333334,90.46033333333334,23.4,79,7.9,0.0,894.7,10,5
2022-05-02 12:00:00,133.87858333333335,119.98858333333337,123.59016666666663,26.2,62,9.2,0.1,894.5,12,5
2022-05-02 18:00:00,121.75283333333334,118.05833333333332,8.815000000000001,24.0,74,3.2,0.0,891.1,18,5
2022-05-04 08:00:00,149.01441666666665,144.55033333333333,83.33425,20.9,91,7.9,0.0,893.3,8,5
2022-05-04 18:00:00,148.69416666666672,144.20108333333334,0.0157499999999999,23.6,74,2.6,0.4,891.9,18,5
2022-05-06 15:00:00,166.44649999999996,161.57999999999998,157.57116666666667,26.7,54,1.8,0.1,891.0,15,5
2022-05-06 18:00:00,143.59708333333333,132.9105833333333,11.521833333333332,25.5,66,2.7,0.8,890.2,18,5
2022-05-08 19:00:00,150.334,145.49183333333332,0.0133333333333333,20.8,90,6.2,0.7,890.2,19,5
2022-05-09 13:00:00,189.87624999999997,164.8973333333334,164.9475,27.6,58,9.0,0.0,893.6,13,5
2022-05-09 21:00:00,141.00341666666668,137.65608333333336,0.01475,22.0,79,7.9,0.0,891.4,21,5
2022-05-11 12:00:00,189.02641666666668,168.03258333333335,140.669,29.1,49,8.4,0.0,893.4,12,5
2022-05-11 18:00:00,152.90641666666667,144.9571666666667,16.785416666666666,27.0,57,8.9,0.0,889.9,18,5
2022-05-12 08:00:00,153.93410346441948,134.38502013108612,55.65274999999999,21.4,88,10.6,0.0,892.5,8,5
2022-05-12 13:00:00,183.77166666666665,158.9105,158.62708333333333,29.5,47,7.1,0.0,893.6,13,5
2022-05-13 08:00:00,164.60616666666664,147.5383333333333,76.3535,21.5,86,9.1,0.0,892.4,8,5
2022-05-16 10:00:00,178.95475000000005,165.2900833333333,161.90350000000004,25.5,50,10.6,0.0,896.2,10,5
2022-05-16 14:00:00,171.57824999999997,160.33441666666667,76.80816666666666,29.8,37,9.0,0.0,894.0,14,5
2022-05-17 11:00:00,159.63141666666667,145.85766666666666,138.0389166666667,27.0,50,6.9,0.0,895.2,11,5
2022-05-17 17:00:00,162.65466666666669,148.20258333333334,67.69441666666667,28.5,46,5.6,0.0,891.0,17,5
2022-05-19 19:00:00,157.492,145.738,0.0128333333333333,25.5,69,3.8,0.0,890.4,19,5
2022-05-20 12:00:00,156.41450000000003,146.5860833333333,138.42141666666666,29.0,47,6.9,0.0,893.6,12,5
2022-05-21 13:00:00,147.30816666666666,131.10266666666666,86.43291666666667,29.4,44,11.0,0.0,893.9,13,5
2022-05-22 12:00:00,128.1455,116.74558333333334,104.15933333333334,28.4,48,6.9,0.0,894.7,12,5
2022-05-22 16:00:00,119.97833333333332,114.07166666666664,74.35466666666667,28.6,43,6.9,0.3,891.5,16,5
2022-05-23 07:00:00,152.3995,146.52100000000002,28.838166666666663,20.5,78,7.1,0.0,890.5,7,5
2022-05-26 22:00:00,103.82499765917603,100.873997659176,0.0093333333333333,19.5,93,5.9,0.0,894.0,22,5
2022-05-27 17:00:00,137.27075,133.47516666666664,3.6830833333333337,24.3,66,5.1,0.3,892.0,17,5
2022-05-28 08:00:00,140.35908333333336,129.09891666666664,78.90016666666666,19.2,98,4.0,0.0,892.8,8,5
2022-05-29 10:00:00,141.10558333333336,128.35925,106.04424999999998,20.0,88,10.2,0.0,895.0,10,5
2022-05-31 08:00:00,148.10925,131.04224999999997,77.57625,19.3,91,7.4,0.0,892.4,8,5
2022-06-01 11:00:00,166.23666666666665,154.41083333333333,143.41191666666668,25.2,60,8.1,0.3,893.2,11,6
2022-06-06 08:00:00,138.08458333333334,133.35024999999996,71.46633333333334,20.0,81,6.8,0.0,891.6,8,6
2022-06-07 05:00:00,107.3659859550562,105.11281928838952,0.0098333333333333,19.5,75,11.9,0.0,890.1,5,6
2022-06-07 08:00:00,138.71058333333332,129.28766666666664,39.33975000000001,19.9,81,2.3,0.0,892.3,8,6
2022-06-08 12:00:00,135.93883333333332,126.9275,114.31683333333336,22.6,75,10.5,0.1,894.2,12,6
2022-06-09 09:00:00,118.13891666666667,113.29983333333332,96.77783333333332,20.5,72,3.4,0.0,894.6,9,6
2022-06-14 10:00:00,166.49058333333332,147.9728333333333,104.81941666666668,24.5,55,8.0,0.0,894.8,10,6
2022-06-15 10:00:00,193.62708333333333,180.6535,128.07125000000002,25.0,60,4.8,0.0,894.2,10,6
2022-06-25 18:00:00,114.599,111.77216666666668,8.650083333333333,22.2,74,4.6,0.0,891.4,18,6
2022-06-26 23:00:00,121.52758333333335,117.30475,0.0134166666666666,19.5,87,14.3,0.0,893.7,23,6
2022-07-04 12:00:00,152.564,134.84616666666668,135.0330833333333,26.8,40,7.7,0.0,896.2,12,7
2022-07-09 07:00:00,137.90208333333334,132.2165,1.6154166666666665,18.1,84,4.2,0.0,892.3,7,7
2022-07-13 08:00:00,161.85474999999997,150.73566666666667,42.58283333333333,20.4,69,9.8,0.0,893.8,8,7
2022-07-14 07:00:00,100.21811282771534,100.149279494382,1.4220833333333331,18.6,89,13.8,1.2,892.9,7,7
2022-07-14 23:00:00,121.33058333333332,118.82908333333332,0.0134999999999999,20.3,79,10.0,0.4,892.0,23,7
2022-07-15 08:00:00,176.6655833333333,157.57008333333334,32.670833333333334,20.0,76,3.2,0.0,891.6,8,7
2022-07-15 14:00:00,196.86525000000003,183.58658333333335,166.76066666666668,27.5,50,1.8,0.0,893.2,14,7
2022-07-18 11:00:00,147.44416666666666,132.65658333333334,43.627916666666664,23.1,70,5.8,0.0,894.6,11,7
2022-07-20 15:00:00,131.74308333333332,124.33491666666669,98.83491666666669,26.9,51,4.6,0.1,892.6,15,7
2022-07-23 06:00:00,118.38100000000004,115.45816666666668,0.0709166666666666,18.0,91,7.6,0.0,891.0,6,7
2022-07-28 20:00:00,138.96508333333333,127.4395833333333,0.0132499999999999,18.5,96,4.4,0.0,890.6,20,7
2022-07-29 08:00:00,127.60933333333335,117.48233333333332,42.123083333333334,19.1,92,4.7,0.0,892.5,8,7
2022-07-29 14:00:00,141.70275,132.58574999999996,50.85375,23.9,66,6.8,0.9,891.8,14,7
2022-07-30 08:00:00,143.05849999999998,131.15724999999998,33.63183333333333,17.9,95,4.8,0.4,893.4,8,7
2022-07-30 19:00:00,145.62658333333334,142.92991666666666,0.0148333333333333,20.0,89,4.1,0.1,892.1,19,7
2022-07-31 08:00:00,120.81383333333332,115.36333333333334,13.216583333333332,18.6,95,4.0,0.0,893.2,8,7
2022-07-31 12:00:00,121.66491666666668,109.69058333333332,95.00941666666668,24.0,70,2.0,0.1,895.1,12,7
2022-07-31 15:00:00,105.30058333333336,100.83675,89.70450000000001,23.9,63,3.1,0.1,892.4,15,7
2022-08-01 16:00:00,128.1446666666667,112.64983333333336,7.736666666666666,20.3,82,8.8,0.9,892.6,16,8
2022-08-02 14:00:00,141.47816666666665,127.4105,121.67291666666664,22.5,71,4.5,0.3,893.2,14,8
2022-08-02 16:00:00,141.36591666666666,133.3665,73.12408333333333,23.9,63,3.1,0.0,892.5,16,8
2022-08-09 08:00:00,133.13808333333333,131.44216666666668,58.58933333333333,19.4,90,7.2,0.0,891.8,8,8
2022-08-12 14:00:00,139.97608333333332,134.556,50.93508333333333,25.9,59,7.6,0.0,892.5,14,8
2022-08-12 19:00:00,142.58191666666667,132.75758333333334,0.0130833333333333,20.1,95,2.2,0.6,889.7,19,8
2022-08-14 11:00:00,121.09316666666663,112.44525,64.91508333333333,24.5,66,1.1,0.0,893.7,11,8
2022-08-14 16:00:00,106.08250000000002,101.786,15.883500000000002,23.8,69,9.4,2.4,890.0,16,8
2022-08-14 18:00:00,118.3245,114.66233333333332,6.659166666666668,22.5,76,6.1,0.3,889.3,18,8
2022-08-15 11:00:00,119.83091666666664,105.43333333333332,87.52600000000001,23.5,72,10.4,0.0,894.4,11,8
2022-08-18 11:00:00,170.70958333333334,156.7075,122.63058333333332,23.0,75,6.4,0.0,894.0,11,8
2022-08-19 20:00:00,138.16933333333336,129.61883333333333,0.0130833333333333,19.6,93,6.2,4.2,891.8,20,8
2022-08-20 08:00:00,139.47949999999997,125.00925,62.312666666666665,17.9,94,15.8,0.0,894.5,8,8
2022-08-20 12:00:00,162.52758333333335,146.26466666666667,140.40408333333332,22.9,72,10.6,0.0,895.5,12,8
2022-08-20 21:00:00,130.82225000000005,125.326,0.0139999999999999,19.2,90,5.4,0.0,892.5,21,8
2022-08-21 20:00:00,128.57541666666668,125.98808333333332,0.0132499999999999,20.0,87,6.0,0.1,889.6,20,8
2022-08-24 08:00:00,156.44975,147.18308333333331,31.275083333333335,18.2,97,8.7,0.0,892.9,8,8
2022-08-24 19:00:00,130.71758333333332,126.50566666666666,0.0136666666666666,19.7,91,2.6,0.0,892.1,19,8
2022-08-25 21:00:00,122.53958333333335,119.8540833333333,0.0130833333333333,23.8,57,3.7,0.0,890.6,21,8
2022-08-26 18:00:00,127.44408333333334,112.93583333333332,0.1611666666666666,21.5,79,6.6,0.1,889.7,18,8
2022-08-27 08:00:00,122.05708333333334,117.51891666666666,17.872583333333335,18.1,97,5.3,0.0,891.2,8,8
2022-08-27 20:00:00,125.68625,116.77075,0.0129999999999999,19.1,93,4.2,0.0,890.8,20,8
2022-08-28 09:00:00,124.01116666666664,114.82841666666668,74.71325,20.2,91,5.9,0.0,892.4,9,8
2022-08-29 21:00:00,115.27525000000004,111.04491666666668,0.013,18.4,96,4.1,0.0,890.5,21,8
2022-08-30 21:00:00,116.66791666666668,112.31025,0.0131666666666666,20.0,89,9.1,0.0,891.4,21,8
2022-08-31 08:00:00,169.07125,149.95,78.67933333333333,17.6,94,7.0,0.1,892.0,8,8
2022-09-01 00:00:00,112.11033333333332,107.55233333333334,0.0131666666666666,18.7,90,1.8,0.0,892.1,0,9
2022-09-01 07:00:00,110.75700608614235,110.00808941947564,9.526,16.5,98,2.9,0.0,890.1,7,9
2022-09-03 12:00:00,137.61591666666666,124.73591666666664,87.87341666666666,23.4,69,3.6,0.4,895.1,12,9
2022-09-03 23:00:00,94.079,89.75708333333334,0.0131666666666666,17.4,98,6.3,0.0,894.1,23,9
2022-09-05 17:00:00,147.30208333333331,130.72341666666668,6.071,21.4,80,3.6,0.7,892.5,17,9
2022-09-06 16:00:00,131.31375,121.43674999999998,13.722166666666666,22.7,78,6.4,0.8,890.9,16,9
2022-09-09 19:00:00,146.19791666666669,132.58874999999998,0.0135,22.0,83,6.2,0.0,890.1,19,9
2022-09-10 11:00:00,153.12908333333337,143.54291666666668,100.409,23.9,73,4.9,0.1,895.2,11,9
2022-09-13 10:00:00,206.01716666666667,180.52775,158.608,22.4,78,8.7,0.0,894.6,10,9
2022-09-15 18:00:00,130.20041666666663,112.83191666666669,9.802166666666666,23.9,72,4.9,0.0,891.0,18,9
2022-09-16 22:00:00,108.34358333333331,102.78733333333332,0.0150833333333333,18.7,92,4.7,0.0,891.2,22,9
2022-09-17 08:00:00,185.15649999999997,163.422,78.70033333333333,19.9,87,6.4,0.0,891.9,8,9
2022-09-18 08:00:00,152.1866867977528,125.55285346441946,23.61225,20.5,89,0.8,0.0,891.7,8,9
2022-09-18 19:00:00,143.15649999999997,134.77874999999997,0.0132499999999999,22.7,75,5.3,0.0,889.7,19,9
2022-09-19 14:00:00,168.23791666666668,159.99675,98.62716666666664,28.3,47,6.5,0.0,892.0,14,9
2022-09-20 13:00:00,148.89825000000002,127.91799999999998,116.51766666666668,27.2,51,10.4,0.1,892.2,13,9
2022-09-23 19:00:00,137.95750000000004,127.41033333333334,0.0133333333333333,20.3,90,4.0,0.0,889.2,19,9
2022-09-24 00:00:00,104.26611189138578,101.1934452247191,0.00325,19.4,90,6.2,0.0,891.2,0,9
2022-09-24 06:00:00,112.20022471910114,111.75855805243448,0.5688333333333333,18.0,94,4.8,0.0,890.5,6,9
2022-09-24 14:00:00,141.7225,117.31533333333331,110.77266666666668,27.4,54,7.6,0.0,891.5,14,9
2022-09-24 17:00:00,132.90291666666664,122.92299999999996,61.418416666666666,26.2,54,5.1,0.0,889.8,17,9
2022-09-25 10:00:00,126.33208333333336,118.5346666666667,90.90291666666666,24.0,69,10.7,0.0,893.5,10,9
2022-09-25 17:00:00,108.951,102.94425,51.730333333333334,26.1,57,5.9,0.0,889.3,17,9
2022-09-27 19:00:00,159.60025000000002,151.29383333333334,0.0131666666666666,23.5,67,5.7,0.0,889.1,19,9
2022-09-28 08:00:00,159.78125000000003,148.59191666666663,51.12433333333333,20.6,76,8.4,0.0,892.4,8,9
2022-10-01 00:00:00,96.58241666666667,84.31566666666667,0.0138333333333332,20.1,81,7.5,0.0,891.5,0,10
2022-10-05 00:00:00,84.08266666666667,83.30799999999999,0.0132499999999999,18.2,92,6.6,9.5,892.7,0,10
2022-10-05 08:00:00,135.94666666666666,134.45991666666666,45.16016666666667,18.8,94,1.5,0.0,893.4,8,10
2022-10-06 17:00:00,133.90916666666666,120.96208333333335,57.348749999999995,28.3,45,5.4,0.0,889.5,17,10
2022-10-07 19:00:00,131.69916666666666,123.92733333333332,0.0139999999999999,23.5,67,6.8,0.0,889.2,19,10
2022-10-07 22:00:00,121.19966666666664,112.583,0.01475,20.6,78,14.7,0.1,891.4,22,10
2022-10-10 20:00:00,134.6085,121.038,0.0135833333333333,21.2,79,5.0,0.0,891.2,20,10
2022-10-11 08:00:00,131.35966666666667,125.66075000000004,74.14475,19.0,90,7.3,0.0,893.0,8,10
2022-10-11 23:00:00,119.18916666666664,109.3729166666667,0.0134999999999999,20.4,78,9.3,0.0,892.8,23,10
2022-10-12 07:00:00,161.89216666666664,134.9278333333333,16.725833333333334,17.8,91,10.2,0.0,891.5,7,10
2022-10-16 23:00:00,105.14575,101.72191666666669,0.0133333333333333,19.2,96,12.0,1.5,893.4,23,10
2022-10-17 01:00:00,79.66855805243446,79.64397471910112,0.0040833333333333,19.0,98,8.6,0.1,892.1,1,10
2022-10-17 13:00:00,147.84266666666667,134.34366666666668,125.37883333333332,25.1,61,3.3,0.0,893.7,13,10
2022-10-18 08:00:00,128.31933333333336,123.57241666666668,55.315250000000006,20.1,89,6.6,0.0,894.2,8,10
2022-10-18 15:00:00,139.29016666666666,124.75983333333336,81.94999999999999,24.3,68,4.8,0.0,891.8,15,10
2022-10-19 01:00:00,103.12416666666668,89.65233333333333,0.0131666666666666,20.2,87,2.3,0.0,891.8,1,10
2022-10-19 13:00:00,170.66975,158.39108333333334,134.99691666666666,27.8,53,8.5,0.0,892.7,13,10
2022-10-20 08:00:00,154.57058333333333,140.2588333333333,57.16825,20.5,88,5.4,0.0,891.5,8,10
2022-10-21 00:00:00,104.49533333333336,99.54241666666668,0.0132499999999999,20.9,89,1.5,0.0,891.2,0,10
2022-10-26 08:00:00,152.82165747480778,138.671841195416,56.52140615328926,21.4,80,9.9,0.0,892.3,8,10
2022-10-27 00:00:00,103.31299587544972,98.41612016979032,0.0131000797038754,21.5,70,8.8,0.0,890.8,0,10
2022-11-01 00:00:00,111.84740760720962,107.30009721470644,0.0131357876630009,20.6,86,0.5,0.0,891.4,0,11
2022-11-01 07:00:00,110.49725423827388,109.75009396151822,9.503659236284602,18.8,85,7.2,0.0,890.4,7,11
2022-11-03 12:00:00,137.29317420627115,124.44338090757856,87.66733234600588,26.3,60,5.2,0.0,892.9,12,11
2022-11-03 23:00:00,93.8583620922128,89.54658136078103,0.0131357876630009,20.5,88,5.1,0.0,892.4,23,11
