datetime_str,Residual Demand,Dispatchable Generation,Thermal Generation,Nuclear Generation,Wind,PV,Total RE,Manual Load_Reduction(MLR),ILS Usage
,26736.126,24152.27,1840.0,0.0,1218.243,249.928,2079.76,0.0,0.0
,26430.011,23640.4,1840.0,0.0,1255.268,380.737,2079.76,0.0,0.0
,26010.904,23111.27,1842.0,0.0,1215.849,490.846,2079.76,0.0,0.0
,25451.215,22578.4,1842.0,0.0,1132.258,498.181,2079.76,0.0,0.0
,25140.161,22390.27,1843.0,0.0,998.053,499.025,2079.76,0.0,0.0
,25845.863,23390.4,1842.0,0.0,696.525,494.233,2079.76,0.0,0.0
,26904.149,25113.27,1842.0,0.0,222.351,462.87,2079.76,0.0,0.0
,29401.443,28040.27,1842.0,0.0,3.064,404.163,2079.76,0.0,0.0
,28689.952,27409.53,1842.0,0.0,0.0,395.378,2079.76,0.0,0.0
,27037.553,25798.4,1842.0,0.0,0.0,389.669,2079.76,0.0,0.0
,25124.683,23982.27,1842.0,0.0,0.0,350.903,2079.76,0.0,0.0
,23109.721,22425.4,1841.0,0.0,0.0,53.431,2079.76,0.0,0.0
,21987.44,21318.27,1841.0,0.0,0.0,43.278,2079.76,0.0,0.0
,21068.061,20347.27,1841.0,0.0,0.0,38.304,2079.76,0.0,0.0
,20510.551,19807.27,1840.0,0.0,0.0,37.723,2079.76,0.0,0.0
,20430.487,19787.27,1842.0,0.0,0.0,17.538,2079.76,0.0,0.0
,20409.923,19813.4,1842.0,0.0,0.0,0.0,2079.76,0.0,0.0
,20685.463,20077.27,1843.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21415.976,20733.27,1843.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23122.179,22393.27,1843.0,0.0,6.485,8.561,2079.76,0.0,0.0
,25807.798,24817.4,1842.0,0.0,265.018,32.077,2079.76,0.0,0.0
,27702.718,26160.27,1842.0,0.0,755.541,90.425,2079.76,0.0,0.0
,27791.222,25611.27,1841.0,0.0,1025.575,423.104,2079.76,0.0,0.0
,27366.251,24998.4,1841.0,0.0,1173.371,486.095,2079.76,0.0,0.0
,26714.91,24278.4,1842.0,0.0,1245.66,473.693,2079.76,0.0,0.0
,26219.185,23816.4,1842.0,0.0,1257.005,466.792,2079.76,0.0,0.0
,25759.602,23347.27,1843.0,0.0,1227.665,493.998,2079.76,0.0,0.0
,25153.65,22706.4,1843.0,0.0,1143.54,495.532,2079.76,0.0,0.0
,24987.472,22622.27,1843.0,0.0,978.798,494.589,2079.76,0.0,0.0
,25435.425,23375.4,1843.0,0.0,678.687,497.162,2079.76,0.0,0.0
,26623.627,25159.27,1842.0,0.0,224.74,467.601,2079.76,0.0,0.0
,29212.814,28048.4,1841.0,0.0,3.532,409.076,2079.76,0.0,0.0
,28940.375,27752.27,1841.0,0.0,0.0,397.981,2079.76,0.0,0.0
,27910.434,26759.27,1841.0,0.0,0.0,396.244,2079.76,0.0,0.0
,25397.35,24355.4,1842.0,0.0,0.0,359.244,2079.76,0.0,0.0
,23243.137,22504.27,1842.0,0.0,0.0,74.522,2079.76,0.0,0.0
,21906.305,21228.27,1841.0,0.0,0.0,38.003,2079.76,0.0,0.0
,21030.451,20377.27,1841.0,0.0,0.0,37.828,2079.76,0.0,0.0
,20651.038,19963.4,1841.0,0.0,0.0,37.811,2079.76,0.0,0.0
,20402.044,19775.27,1842.0,0.0,0.0,37.831,2079.76,0.0,0.0
,20816.346,20302.27,1842.0,0.0,0.0,14.23,2079.76,0.0,0.0
,22449.909,21976.27,1842.0,0.0,0.0,0.0,2079.76,0.0,0.0
,26109.595,25628.4,1842.0,0.0,0.0,0.0,2079.76,0.0,0.0
,28860.02,28369.4,1842.0,0.0,7.317,0.0,2079.76,0.0,0.0
,27817.936,27058.27,1843.0,0.0,272.677,9.883,2079.76,0.0,0.0
,27832.972,26337.27,1842.0,0.0,756.309,240.83,2079.76,0.0,0.0
,27674.258,25607.4,1842.0,0.0,1014.351,481.345,2079.76,0.0,0.0
,27786.109,25501.593,1841.0,0.0,1159.319,497.569,2079.76,0.0,0.0
,27585.849,25181.68,1840.0,0.0,1236.764,498.412,2079.76,0.0,0.0
,27204.521,24815.92,1840.0,0.0,1251.807,498.133,2079.76,0.0,0.0
,27023.582,24739.4,1840.0,0.0,1220.837,497.935,2079.76,0.0,0.0
,27071.259,24930.27,1841.0,0.0,1137.087,497.849,2079.76,0.0,0.0
,27466.755,25523.27,1842.0,0.0,976.586,496.603,2079.76,0.0,0.0
,27971.928,26336.4,1844.0,0.0,674.765,496.91,2079.76,0.0,0.0
,29099.937,27960.77,1844.0,0.0,217.666,460.96,2079.76,65.5,0.0
,31598.043,30817.695,1843.0,0.0,3.649,403.371,2079.76,340.0,0.0
,31323.665,30616.52,1843.0,0.0,0.0,397.163,2079.76,274.5,0.0
,29668.085,28937.27,1842.0,0.0,0.0,395.369,2079.76,0.0,0.0
,27122.824,26429.53,1842.0,0.0,0.0,358.023,2079.76,0.0,0.0
,24492.681,24053.27,1842.0,0.0,0.0,93.397,2079.76,0.0,0.0
,22716.295,22379.27,1841.0,0.0,0.0,43.851,2079.76,0.0,0.0
,22129.031,21879.4,1841.0,0.0,0.0,38.999,2079.76,0.0,0.0
,21661.697,21369.27,1842.0,0.0,0.0,39.407,2079.76,0.0,0.0
,21461.958,21034.27,1844.0,0.0,0.0,39.164,2079.76,0.0,0.0
,21923.984,21452.27,1844.0,0.0,0.0,7.451,2079.76,0.0,0.0
,23544.009,23027.4,1844.0,0.0,0.0,0.0,2079.76,0.0,0.0
,26880.029,26433.4,1844.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29357.594,28982.27,1844.0,0.0,7.807,0.0,2079.76,0.0,0.0
,28301.566,27643.27,1844.0,0.0,258.573,0.228,2079.76,0.0,0.0
,28190.14,26867.4,1843.0,0.0,703.004,162.874,2079.76,0.0,0.0
,27844.173,26003.27,1843.0,0.0,956.903,446.523,2079.76,0.0,0.0
,27922.424,25890.566,1842.0,0.0,1093.023,482.509,2079.76,0.0,0.0
,27736.311,25534.27,1841.0,0.0,1172.949,489.812,2079.76,0.0,0.0
,27357.143,24998.4,1841.0,0.0,1187.934,487.35,2079.76,0.0,0.0
,27265.313,24702.27,1841.0,0.0,1163.264,489.362,2079.76,0.0,0.0
,27310.012,24572.4,1841.0,0.0,1079.707,489.458,2079.76,0.0,0.0
,27682.013,25078.93,1842.0,0.0,910.18,490.426,2079.76,0.0,0.0
,28394.892,26025.0,1843.0,0.0,608.556,489.458,2079.76,0.0,0.0
,29304.855,27452.0,1842.0,0.0,195.666,453.767,2079.76,33.0,0.0
,31813.366,30211.75,1841.0,0.0,3.858,403.412,2079.76,243.0,0.0
,31191.421,29623.75,1842.0,0.0,0.0,397.814,2079.76,88.5,0.0
,29441.819,27933.0,1842.0,0.0,0.0,398.185,2079.76,0.0,0.0
,26988.724,25679.4,1843.0,0.0,0.0,335.45,2079.76,0.0,0.0
,24522.889,23667.27,1843.0,0.0,0.0,64.351,2079.76,0.0,0.0
,23068.034,22226.27,1844.0,0.0,0.0,39.976,2079.76,0.0,0.0
,22132.735,21329.4,1843.0,0.0,0.0,39.7,2079.76,0.0,0.0
,21772.14,21048.0,1843.0,0.0,0.0,39.878,2079.76,0.0,0.0
,21726.738,21086.27,1843.0,0.0,0.0,24.411,2079.76,0.0,0.0
,22113.926,21535.27,1843.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23494.868,22824.4,1844.0,0.0,0.0,0.0,2079.76,0.0,0.0
,26801.834,26082.27,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29388.408,28658.27,1847.0,0.0,8.561,0.0,2079.76,0.0,0.0
,28083.559,27230.27,1848.0,0.0,239.493,0.0,2079.76,0.0,0.0
,28090.685,26930.27,1848.0,0.0,658.234,52.114,2079.76,0.0,0.0
,27736.002,26039.4,1848.0,0.0,889.727,271.662,2079.76,0.0,0.0
,27800.462,25816.27,1846.0,0.0,1054.403,319.934,2079.76,0.0,0.0
,27616.551,25670.4,1844.0,0.0,1119.207,290.095,2079.76,0.0,0.0
,27344.162,25339.27,1843.0,0.0,1147.979,272.039,2079.76,0.0,0.0
,27192.313,25101.0,1844.0,0.0,1107.563,319.512,2079.76,0.0,0.0
,27500.963,25385.8,1845.0,0.0,1013.804,435.582,2079.76,0.0,0.0
,28139.039,26156.6,1844.0,0.0,835.147,447.955,2079.76,0.0,0.0
,28757.321,26898.0,1845.0,0.0,542.398,457.247,2079.76,0.0,0.0
,29808.732,28330.5,1845.0,0.0,159.16,396.45,2079.76,30.5,0.0
,31709.356,30459.15,1845.0,0.0,1.783,359.568,2079.76,218.0,0.0
,30813.405,29585.35,1846.0,0.0,0.0,354.399,2079.76,78.5,0.0
,29239.158,28046.0,1846.0,0.0,0.0,341.029,2079.76,0.0,0.0
,26882.87,25713.0,1847.0,0.0,0.0,255.555,2079.76,0.0,0.0
,24434.131,23509.2,1846.0,0.0,0.0,39.638,2079.76,0.0,0.0
,22987.822,22088.27,1846.0,0.0,0.0,26.32,2079.76,0.0,0.0
,22268.737,21503.4,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21855.932,21073.27,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21740.11,20884.27,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21954.745,21139.53,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23613.324,22709.27,1847.0,0.0,0.0,0.0,2079.76,0.0,0.0
,26893.496,25858.27,1848.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29344.212,28335.27,1849.0,0.0,4.209,0.0,2079.76,0.0,0.0
,28641.077,27579.4,1849.0,0.0,85.162,0.0,2079.76,0.0,0.0
,28707.765,27472.4,1848.0,0.0,276.85,0.0,2079.76,0.0,0.0
,28474.617,26920.27,1848.0,0.0,588.832,74.674,2079.76,0.0,0.0
,28713.699,26771.66,1849.0,0.0,800.716,172.093,2079.76,0.0,0.0
,28626.842,26448.4,1849.0,0.0,980.363,195.604,2079.76,0.0,0.0
,28466.837,26270.67,1849.0,0.0,946.052,266.729,2079.76,0.0,0.0
,28397.543,26185.0,1850.0,0.0,880.954,343.21,2079.76,0.0,0.0
,28613.905,26552.524,1851.0,0.0,757.627,338.627,2079.76,0.0,0.0
,28994.757,27038.845,1850.0,0.0,622.657,341.475,2079.76,0.0,0.0
,29957.8,28196.026,1850.0,0.0,363.952,360.976,2079.76,0.0,0.0
,31105.894,29550.697,1850.0,0.0,122.844,336.807,2079.76,33.0,0.0
,32350.89,30847.136,1851.0,0.0,2.66,346.204,2079.76,251.0,0.0
,30968.019,29368.461,1851.0,0.0,0.0,337.124,2079.76,92.5,0.0
,29433.333,27875.16,1851.0,0.0,0.0,277.506,2079.76,0.0,0.0
,27252.831,25684.604,1852.0,0.0,0.0,166.403,2079.76,0.0,0.0
,24927.936,23523.614,1853.0,0.0,0.0,6.66,2079.76,0.0,0.0
,23302.798,21883.211,1853.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22500.799,21066.27,1852.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22274.218,20855.27,1853.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22069.995,20705.27,1852.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22460.598,21272.27,1852.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23868.813,22636.27,1851.0,0.0,0.0,0.0,2079.76,0.0,0.0
,27030.635,25786.27,1853.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29526.773,28220.27,1854.0,0.0,7.043,0.0,2079.76,0.0,0.0
,29379.093,27925.4,1853.0,0.0,235.021,0.0,2079.76,0.0,0.0
,30086.914,28263.27,1853.0,0.0,660.66,55.934,2079.76,0.0,0.0
,30198.45,27819.27,1852.0,0.0,928.464,317.172,2079.76,0.0,0.0
,30195.952,27686.27,1851.0,0.0,1098.115,380.558,2079.76,0.0,0.0
,30365.482,27924.27,1852.0,0.0,1166.741,360.863,2079.76,0.0,0.0
,30174.795,27822.4,1852.0,0.0,1171.248,347.28,2079.76,0.0,0.0
,29563.038,27369.4,1851.0,0.0,1082.545,349.216,2079.76,0.0,0.0
,29371.918,27346.537,1850.0,0.0,976.12,349.822,2079.76,0.0,0.0
,29481.269,27645.27,1850.0,0.0,767.434,352.727,2079.76,0.0,0.0
,29845.067,28190.27,1850.0,0.0,465.851,368.556,2079.76,0.0,0.0
,30688.74,29261.93,1850.0,0.0,145.525,364.389,2079.76,0.0,0.0
,31975.672,30684.0,1852.0,0.0,3.102,311.688,2079.76,307.0,0.0
,31317.136,30054.87,1853.0,0.0,0.0,291.971,2079.76,307.0,0.0
,29870.24,28558.27,1852.0,0.0,0.0,369.628,2079.76,0.0,0.0
,27770.876,26558.4,1852.0,0.0,0.0,291.034,2079.76,0.0,0.0
,25882.333,24876.27,1852.0,0.0,0.0,38.634,2079.76,0.0,0.0
,23977.278,22998.27,1852.0,0.0,0.0,38.663,2079.76,0.0,0.0
,23025.199,22086.4,1852.0,0.0,0.0,32.037,2079.76,0.0,0.0
,22396.026,21433.27,1852.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22293.084,21233.27,1852.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22296.229,21167.4,1852.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22881.131,21685.27,1852.0,0.0,0.0,0.0,2079.76,26.0,0.0
,23670.52,22363.27,1852.0,0.0,0.0,0.0,2079.76,60.0,0.0
,25527.318,24215.4,1851.0,0.0,7.567,0.0,2079.76,0.0,0.0
,27782.416,26204.27,1851.0,0.0,232.617,0.436,2079.76,0.0,0.0
,29661.773,27677.4,1850.0,0.0,663.349,46.237,2079.76,0.0,0.0
,29954.698,27487.4,1850.0,0.0,939.185,244.519,2079.76,0.0,0.0
,29541.486,26954.27,1850.0,0.0,1089.043,266.873,2079.76,0.0,0.0
,28781.663,26211.4,1850.0,0.0,1167.166,292.87,2079.76,0.0,0.0
,28078.482,25545.4,1849.0,0.0,1184.533,384.783,2079.76,0.0,0.0
,27618.216,25269.4,1849.0,0.0,1128.489,402.584,2079.76,0.0,0.0
,27036.333,24885.27,1848.0,0.0,1054.029,417.369,2079.76,0.0,0.0
,26708.311,24806.4,1848.0,0.0,897.917,419.182,2079.76,0.0,0.0
,27003.219,25416.4,1847.0,0.0,607.479,438.495,2079.76,0.0,0.0
,28030.911,26967.4,1848.0,0.0,189.32,417.295,2079.76,0.0,0.0
,30201.73,29339.27,1847.0,0.0,3.142,373.913,2079.76,0.0,0.0
,30036.626,29142.4,1848.0,0.0,0.0,329.404,2079.76,0.0,0.0
,28493.318,27663.27,1848.0,0.0,0.0,255.609,2079.76,0.0,0.0
,26435.798,25561.4,1850.0,0.0,0.0,258.213,2079.76,0.0,0.0
,24575.004,23769.4,1848.0,0.0,0.0,38.049,2079.76,0.0,0.0
,23142.714,22199.27,1848.0,0.0,0.0,3.263,2079.76,0.0,0.0
,22271.436,21237.4,1848.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21628.537,20605.4,1848.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21431.75,20270.27,1848.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21674.966,20461.4,1850.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21943.071,20625.4,1849.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22644.239,21256.27,1850.0,0.0,0.0,0.0,2079.76,0.0,0.0
,24436.946,23070.4,1849.0,0.0,13.955,0.0,2079.76,0.0,0.0
,26689.208,25061.4,1849.0,0.0,298.678,24.259,2079.76,0.0,0.0
,28411.971,26230.4,1849.0,0.0,761.861,160.546,2079.76,0.0,0.0
,28599.303,25910.4,1850.0,0.0,1020.456,394.863,2079.76,0.0,0.0
,27908.009,25070.27,1849.0,0.0,1149.767,401.72,2079.76,0.0,0.0
,27430.252,24667.53,1848.0,0.0,1221.391,396.445,2079.76,0.0,0.0
,27253.036,24636.4,1849.0,0.0,1232.152,388.115,2079.76,0.0,0.0
,26494.617,24015.4,1848.0,0.0,1203.586,382.233,2079.76,0.0,0.0
,26013.108,23742.4,1847.0,0.0,1119.084,396.561,2079.76,-15.0,0.0
,25729.387,23672.4,1847.0,0.0,963.831,479.481,2079.76,-15.0,0.0
,26339.956,24663.4,1846.0,0.0,659.3,495.893,2079.76,0.0,0.0
,27451.954,26294.4,1846.0,0.0,219.019,467.637,2079.76,0.0,0.0
,30178.324,29322.27,1845.0,0.0,4.371,397.739,2079.76,0.0,0.0
,30052.194,29197.4,1845.0,0.0,0.0,381.176,2079.76,0.0,0.0
,28294.681,27447.4,1845.0,0.0,0.0,347.415,2079.76,0.0,0.0
,25719.411,24927.27,1846.0,0.0,0.0,305.346,2079.76,0.0,0.0
,23744.102,23206.4,1847.0,0.0,0.0,43.573,2079.76,0.0,0.0
,22242.88,21576.27,1846.0,0.0,0.0,38.653,2079.76,0.0,0.0
,21664.669,20845.4,1846.0,0.0,0.0,38.571,2079.76,0.0,0.0
,21408.045,20561.27,1846.0,0.0,0.0,38.397,2079.76,0.0,0.0
,21172.299,20321.4,1846.0,0.0,0.0,38.686,2079.76,0.0,0.0
,21645.805,20917.27,1846.0,0.0,0.0,7.319,2079.76,0.0,0.0
,23285.645,22525.4,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,26940.242,26141.27,1847.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29523.698,28684.4,1847.0,0.0,15.532,0.0,2079.76,0.0,0.0
,28458.874,27394.27,1846.0,0.0,320.829,2.136,2079.76,0.0,0.0
,28657.997,27211.4,1846.0,0.0,755.874,175.543,2079.76,0.0,0.0
,28649.84,26759.27,1845.0,0.0,1012.767,401.668,2079.76,0.0,0.0
,28609.729,26445.4,1845.0,0.0,1170.529,461.928,2079.76,0.0,0.0
,28654.354,26365.27,1846.0,0.0,1236.759,475.56,2079.76,0.0,0.0
,28375.918,26136.4,1846.0,0.0,1241.633,475.942,2079.76,0.0,0.0
,28175.296,26092.53,1845.0,0.0,1206.388,473.306,2079.76,0.0,0.0
,28242.379,26352.4,1844.0,0.0,1112.684,472.63,2079.76,0.0,0.0
,28472.697,26809.4,1844.0,0.0,945.106,467.709,2079.76,0.0,0.0
,29121.848,27750.4,1844.0,0.0,633.727,479.401,2079.76,0.0,0.0
,30085.372,29208.362,1844.0,0.0,206.564,456.4,2079.76,65.5,0.0
,32056.874,31443.094,1844.0,0.0,4.075,400.018,2079.76,381.0,0.0
,31224.322,30538.972,1846.0,0.0,0.0,392.771,2079.76,125.0,0.0
,29559.323,28906.15,1846.0,0.0,0.0,390.848,2079.76,0.0,0.0
,27254.188,26781.27,1847.0,0.0,0.0,301.036,2079.76,0.0,0.0
,24833.254,24638.4,1848.0,0.0,0.0,48.221,2079.76,0.0,0.0
,23278.006,23120.27,1848.0,0.0,0.0,44.862,2079.76,0.0,0.0
,22384.445,22246.4,1848.0,0.0,0.0,41.001,2079.76,0.0,0.0
,21905.84,21759.4,1848.0,0.0,0.0,40.976,2079.76,0.0,0.0
,21848.276,21674.27,1848.0,0.0,0.0,39.88,2079.76,0.0,0.0
,22259.317,22049.27,1847.0,0.0,0.0,3.758,2079.76,0.0,0.0
,23875.171,23605.4,1847.0,0.0,0.0,0.0,2079.76,0.0,0.0
,27473.056,27193.27,1847.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29432.431,29108.4,1848.0,0.0,16.323,0.0,2079.76,0.0,0.0
,28056.387,27408.27,1848.0,0.0,312.575,1.523,2079.76,0.0,0.0
,28000.585,26759.4,1848.0,0.0,731.163,179.747,2079.76,0.0,0.0
,27817.805,26192.27,1848.0,0.0,971.131,414.181,2079.76,0.0,0.0
,27888.432,26205.53,1849.0,0.0,1126.606,382.471,2079.76,0.0,0.0
,27783.311,26000.4,1848.0,0.0,1209.708,379.351,2079.76,0.0,0.0
,27418.808,25505.271,1847.0,0.0,1232.148,418.045,2079.76,0.0,0.0
,27176.533,25267.406,1848.0,0.0,1187.089,454.989,2079.76,0.0,0.0
,27465.648,25549.607,1850.0,0.0,1112.28,460.667,2079.76,0.0,0.0
,27809.826,25980.271,1847.0,0.0,954.44,465.02,2079.76,0.0,0.0
,28422.065,26814.531,1848.0,0.0,642.585,472.706,2079.76,0.0,0.0
,29363.221,28257.77,1848.0,0.0,211.823,456.048,2079.76,40.5,0.0
,31630.518,30668.4,1847.0,0.0,3.869,403.005,2079.76,277.0,0.0
,30791.425,29878.77,1846.0,2.0,0.0,387.312,2079.76,236.5,0.0
,28940.89,28146.4,1849.0,0.0,0.0,380.456,2079.76,0.0,0.0
,26405.414,25705.27,1851.0,0.0,0.0,286.274,2079.76,0.0,0.0
,23915.263,23456.4,1851.0,0.0,0.0,46.483,2079.76,0.0,0.0
,22558.613,21991.27,1850.0,0.0,0.0,44.146,2079.76,0.0,0.0
,21879.207,21344.53,1851.0,0.0,0.0,39.76,2079.76,0.0,0.0
,21538.78,21000.4,1848.0,0.0,0.0,21.449,2079.76,0.0,0.0
,21566.521,21043.4,1848.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22002.604,21336.27,1848.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23624.379,23032.4,1847.0,0.0,0.0,0.0,2079.76,0.0,0.0
,27092.845,26697.27,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,29270.116,29039.4,1847.0,0.0,17.463,0.0,2079.76,0.0,0.0
,28084.179,27560.27,1847.0,0.0,304.154,5.282,2079.76,0.0,0.0
,28014.817,26851.4,1846.0,0.0,727.07,151.218,2079.76,0.0,0.0
,27776.498,26303.4,1846.0,0.0,970.292,315.113,2079.76,0.0,0.0
,27917.413,26268.27,1846.0,0.0,1115.427,328.331,2079.76,0.0,0.0
,27830.975,25955.53,1847.0,0.0,1183.354,373.074,2079.76,0.0,0.0
,27629.094,25599.27,1846.0,0.0,1221.116,374.407,2079.76,0.0,0.0
,27378.409,25246.4,1846.0,0.0,1190.702,363.076,2079.76,0.0,0.0
,27459.677,25316.27,1846.0,0.0,1069.441,381.736,2079.76,0.0,0.0
,27906.09,25692.4,1846.0,0.0,907.244,463.35,2079.76,0.0,0.0
,28856.172,26818.27,1845.0,0.0,594.205,474.121,2079.76,0.0,0.0
,29535.74,28008.091,1845.0,0.0,186.725,407.98,2079.76,33.0,0.0
,31394.673,30183.178,1846.0,0.0,3.168,357.43,2079.76,212.0,0.0
,30829.577,29705.342,1845.0,0.0,0.0,347.746,2079.76,179.0,0.0
,28944.525,28040.27,1844.0,0.0,0.0,343.118,2079.76,0.0,0.0
,26606.863,25788.27,1845.0,0.0,0.0,279.237,2079.76,0.0,0.0
,24272.188,23704.4,1846.0,0.0,0.0,38.566,2079.76,0.0,0.0
,22877.027,22264.4,1847.0,0.0,0.0,37.335,2079.76,0.0,0.0
,21669.787,21198.4,1846.0,0.0,0.0,3.632,2079.76,0.0,0.0
,21345.616,20905.27,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21351.732,20834.4,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21772.333,21169.27,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23193.508,22587.4,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,26737.177,26111.27,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,28782.544,28088.27,1845.0,0.0,17.593,0.0,2079.76,0.0,0.0
,27490.65,26470.4,1846.0,0.0,296.335,1.399,2079.76,0.0,0.0
,27595.783,26149.27,1845.0,0.0,688.887,92.618,2079.76,0.0,0.0
,27625.303,25883.4,1846.0,0.0,919.119,184.859,2079.76,0.0,0.0
,27702.276,25622.27,1844.0,0.0,1046.812,299.301,2079.76,0.0,0.0
,27644.945,25416.4,1844.0,0.0,1126.836,287.69,2079.76,0.0,0.0
,27322.181,25012.27,1843.0,0.0,1144.057,266.968,2079.76,0.0,0.0
,27205.977,24826.4,1843.0,0.0,1066.779,206.466,2079.76,0.0,0.0
,27314.466,24857.4,1844.0,0.0,975.985,172.533,2079.76,0.0,0.0
,27723.126,25315.27,1844.0,0.0,827.207,152.507,2079.76,0.0,0.0
,28269.049,26261.4,1844.0,0.0,506.568,178.722,2079.76,0.0,0.0
,28744.424,27002.77,1844.0,0.0,131.13,239.826,2079.76,30.5,0.0
,30857.451,29258.4,1844.0,0.0,2.737,287.158,2079.76,281.0,0.0
,30178.618,28926.77,1845.0,0.0,0.0,177.503,2079.76,250.5,0.0
,28240.978,27121.27,1845.0,0.0,0.0,100.937,2079.76,0.0,0.0
,25816.221,24466.27,1846.0,0.0,0.0,82.946,2079.76,0.0,0.0
,23845.502,22607.27,1846.0,0.0,0.0,0.036,2079.76,0.0,0.0
,22429.257,21320.4,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22234.273,21122.27,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21908.068,20713.27,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21920.686,20851.27,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22378.297,21379.4,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23834.79,22802.27,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,27071.647,26023.27,1846.0,0.0,0.0,0.0,2079.76,0.0,0.0
,28977.718,28011.4,1847.0,0.0,20.02,0.0,2079.76,0.0,0.0
,28210.148,27002.4,1846.0,0.0,329.404,0.0,2079.76,0.0,0.0
,28571.545,26896.27,1845.0,0.0,773.892,86.55,2079.76,0.0,0.0
,28348.619,26264.01,1845.0,0.0,1024.522,206.365,2079.76,0.0,0.0
,28715.784,26320.27,1844.0,0.0,1183.245,330.64,2079.76,0.0,0.0
,28592.972,26001.4,1845.0,0.0,1242.046,442.382,2079.76,0.0,0.0
,28273.848,25653.92,1844.0,0.0,1213.708,485.859,2079.76,0.0,0.0
,27959.302,25384.09,1843.0,0.0,1168.028,490.117,2079.76,0.0,0.0
,27799.642,25170.89,1844.0,0.0,1147.695,497.118,2079.76,0.0,0.0
,27897.874,25437.67,1844.0,0.0,988.239,499.123,2079.76,0.0,0.0
,28164.637,26022.34,1845.0,0.0,662.821,495.364,2079.76,55.25,0.0
,28878.573,27315.76,1845.0,0.0,231.098,455.789,2079.76,19.5,0.0
,29962.437,28816.26,1845.0,0.0,5.716,401.606,2079.76,0.0,0.0
,29474.609,28474.22,1844.0,0.0,0.0,378.331,2079.76,0.0,0.0
,28198.502,27271.92,1845.0,0.0,0.0,386.311,2079.76,0.0,0.0
,26495.218,25761.76,1845.0,0.0,0.0,321.804,2079.76,0.0,0.0
,24679.763,24239.17,1845.0,0.0,0.0,47.377,2079.76,0.0,0.0
,23351.243,22968.34,1846.0,0.0,0.0,39.506,2079.76,0.0,0.0
,22538.841,22133.01,1845.0,0.0,0.0,39.341,2079.76,0.0,0.0
,22068.729,21789.26,1844.0,0.0,0.0,8.506,2079.76,0.0,0.0
,21777.472,21518.47,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,21855.143,21605.17,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,22339.706,22157.26,1845.0,0.0,0.0,0.0,2079.76,0.0,0.0
,23498.994,23342.26,1844.0,0.0,0.0,0.0,2079.76,0.0,0.0
,24828.95,24668.84,1844.0,0.0,19.538,0.0,2079.76,0.0,0.0
,26811.053,26409.26,1845.0,0.0,296.412,9.365,2079.76,0.0,0.0
,28202.333,27254.8,1845.0,0.0,682.465,159.172,2079.76,0.0,0.0
,28305.463,26964.14,1845.0,0.0,922.714,335.902,2079.76,0.0,0.0
,27967.425,26461.67,1844.0,0.0,1062.414,353.457,2079.76,0.0,0.0
,27625.969,26057.76,1843.0,0.0,1144.189,358.912,2079.76,0.0,0.0
