datetime_str,Residual Demand,Dispatchable Generation,Thermal Generation,Nuclear Generation,Wind,PV,Total RE,Manual Load_Reduction(MLR),ILS Usage
24271.53,24756.565,23984.4,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
23058.642,23343.686,22531.33,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
22014.559,22197.668,21699.07,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
21485.857,21432.475,21145.61,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
21102.322,21037.136,20755.2,921.0,0.0,0.0,0.0,2495.02,0.0,0.0
20887.805,20744.842,20437.07,921.0,0.0,0.0,0.0,2495.02,0.0,0.0
20882.024,20924.662,20587.94,921.0,0.0,0.0,0.0,2495.02,0.0,0.0
21105.421,21035.331,20668.33,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
21468.345,21231.576,20873.94,923.0,0.0,0.001,0.0,2495.02,0.0,0.0
22439.366,22027.682,21589.07,923.0,0.0,66.096,0.0,2495.02,0.0,0.0
23874.658,23851.992,23029.2,923.0,0.0,417.036,0.0,2495.02,0.0,0.0
24787.187,25646.734,24320.33,922.0,0.0,898.636,0.0,2495.02,0.0,0.0
24861.45,26703.222,24916.07,922.0,0.0,1284.644,27.822,2495.02,0.0,0.0
24575.34,26919.045,25079.07,922.0,0.0,1242.664,60.307,2495.02,0.0,0.0
24345.36,26914.447,24896.94,921.0,0.0,1341.066,70.69,2495.02,0.0,0.0
24156.616,26760.504,24548.07,921.0,0.0,1420.568,65.846,2495.02,0.0,0.0
23620.807,26152.188,23786.07,921.0,0.0,1482.622,53.184,2495.02,0.0,0.0
23216.124,25827.106,23225.07,921.0,0.0,1481.999,172.423,2495.02,0.0,0.0
23174.96,25650.787,22969.07,922.0,0.0,1246.626,253.488,2495.02,0.0,0.0
23653.556,25880.658,23415.2,922.0,0.0,861.819,269.186,2495.02,0.0,0.0
24215.057,26012.528,23692.94,921.0,0.0,663.769,333.149,2495.02,0.0,0.0
25292.773,26482.894,24675.767,921.0,0.0,230.024,307.063,2495.02,0.0,0.0
26961.429,27501.568,26081.477,921.0,0.0,7.191,219.408,2495.02,0.0,0.0
26081.892,26333.696,25115.43,920.0,0.0,0.0,134.585,2495.02,0.0,0.0
23941.467,24436.635,23297.107,921.0,0.0,0.0,133.147,2495.02,0.0,0.0
22298.61,22822.976,21863.2,922.0,0.0,0.0,21.911,2495.02,0.0,0.0
21510.423,21898.943,20932.81,921.0,0.0,0.0,0.0,2495.02,0.0,0.0
20940.703,21178.272,20129.07,921.0,0.0,0.0,0.0,2495.02,0.0,0.0
20762.133,20915.169,19814.07,920.0,0.0,0.0,0.0,2495.02,0.0,0.0
20734.668,20807.817,19578.2,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
20934.194,21060.128,19861.2,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
22321.721,21990.843,20736.94,922.0,0.0,0.0,0.0,2495.02,0.0,0.0
25576.902,24423.052,23057.94,921.0,0.0,0.006,0.0,2495.02,0.0,0.0
26791.743,25985.462,24551.94,922.0,0.0,78.084,2.104,2495.02,0.0,0.0
25633.792,25960.662,24073.94,921.0,0.0,634.499,67.609,2495.02,0.0,0.0
26200.431,27328.06,24720.19,920.0,0.0,1213.584,243.009,2495.02,37.25,0.0
26183.039,27582.683,24376.09,921.0,0.0,1581.81,453.836,2495.02,52.15,0.0
26277.929,27903.067,24437.94,921.0,0.0,1776.808,498.137,2495.02,0.0,0.0
26462.551,28164.29,24478.07,921.0,0.0,1826.489,501.199,2495.02,0.0,0.0
26248.179,28147.413,24287.21,921.0,0.0,1810.912,500.353,2495.02,0.0,0.0
25988.847,28045.244,24159.27,921.0,0.0,1740.813,491.483,2495.02,0.0,0.0
26256.044,28051.562,24191.94,920.0,0.0,1709.264,400.141,2495.02,0.0,0.0
26514.553,28329.91,24608.17,920.0,0.0,1494.644,419.45,2495.02,0.0,0.0
26982.442,28552.082,24937.07,920.0,0.0,1285.522,494.663,2495.02,0.0,0.0
27044.173,28865.177,25466.79,920.0,0.0,962.2,493.614,2495.02,0.0,0.0
27715.913,28920.18,26343.81,921.0,0.0,287.219,441.74,2495.02,394.0,0.0
29265.769,29215.1,27143.2,921.0,0.0,5.75,367.145,2495.02,394.0,0.0
28038.774,27822.799,25784.7,921.0,0.0,0.0,371.631,2495.02,0.0,0.0
25648.459,25602.67,23593.94,921.0,0.0,0.0,368.921,2495.02,0.0,0.0
23796.655,23834.206,22235.33,920.0,0.0,0.0,112.475,2495.02,0.0,0.0
22655.568,22733.619,21198.81,920.0,0.0,0.0,71.704,2495.02,0.0,0.0
22121.605,21839.782,20443.2,920.0,0.0,0.0,38.893,2495.02,0.0,0.0
21864.626,21586.877,20338.07,922.0,0.0,0.0,36.394,2495.02,0.0,0.0
21769.289,21576.587,20394.94,922.0,0.0,0.0,22.765,2495.02,0.0,0.0
22029.723,21936.524,20809.81,923.0,0.0,0.0,0.0,2495.02,0.0,0.0
23265.463,22751.034,21680.2,923.0,0.0,0.0,0.0,2495.02,0.0,0.0
26308.725,24899.15,23783.2,923.0,0.0,0.0,20.626,2495.02,0.0,0.0
27344.337,26342.67,24991.94,923.0,0.0,78.844,201.218,2495.02,0.0,0.0
26012.238,26427.581,24447.94,923.0,0.0,710.802,254.963,2495.02,0.0,0.0
26378.254,27133.565,24369.62,924.0,0.0,1328.893,449.709,2495.02,0.0,0.0
26224.846,27582.077,24500.81,924.0,0.0,1621.964,501.296,2495.02,0.0,0.0
26202.443,27745.565,24605.2,924.0,0.0,1801.892,500.794,2495.02,0.0,0.0
26241.624,27632.447,24522.94,924.0,0.0,1876.754,486.975,2495.02,0.0,0.0
26134.825,27472.376,24447.07,923.0,0.0,1846.412,489.041,2495.02,0.0,0.0
26150.442,27405.05,24359.07,923.0,0.0,1812.977,451.497,2495.02,0.0,0.0
26431.704,27550.128,24317.09,923.0,0.0,1727.855,483.322,2495.02,0.0,0.0
26955.859,27886.257,24643.098,923.0,0.0,1594.869,491.546,2495.02,0.0,0.0
27255.597,28401.068,25307.94,922.0,0.0,1398.577,479.353,2495.02,0.0,0.0
27459.692,28645.729,25979.2,922.0,0.0,946.002,488.802,2495.02,0.0,0.0
28116.268,28929.357,26956.94,923.0,0.0,286.462,450.667,2495.02,328.0,0.0
29554.375,29530.159,27860.94,923.0,0.0,5.441,393.509,2495.02,328.0,0.0
28066.752,28040.485,26232.07,924.0,0.0,0.0,395.877,2495.02,0.0,0.0
25816.575,25832.373,24175.94,924.0,0.0,0.0,388.372,2495.02,0.0,0.0
23916.105,24022.19,22820.07,924.0,0.0,0.0,112.691,2495.02,0.0,0.0
22890.6,22765.619,21729.94,924.0,0.0,0.0,81.109,2495.02,0.0,0.0
22276.523,22166.008,21317.16,924.0,0.0,0.0,38.241,2495.02,0.0,0.0
22015.809,21774.552,20897.07,923.0,0.0,0.0,36.922,2495.02,0.0,0.0
21898.535,21647.031,20836.07,925.0,0.0,0.0,36.957,2495.02,0.0,0.0
22123.893,21865.453,21148.34,925.0,0.0,0.0,37.201,2495.02,0.0,0.0
23411.878,22782.463,22093.07,925.0,0.0,0.0,42.815,2495.02,0.0,0.0
26569.644,24922.498,24071.07,924.0,0.0,0.0,110.663,2495.02,0.0,0.0
27514.323,26684.648,25733.2,924.0,0.0,72.182,176.542,2495.02,0.0,0.0
26277.433,26519.509,25039.94,923.0,0.0,670.001,202.239,2495.02,0.0,0.0
26586.134,27336.674,25162.2,923.0,0.0,1303.223,415.842,2495.02,0.0,0.0
26446.144,27729.79,25145.07,924.0,0.0,1629.663,476.368,2495.02,0.0,0.0
26595.456,27890.955,25145.33,924.0,0.0,1808.922,499.298,2495.02,0.0,0.0
26614.16,27804.677,24975.07,924.0,0.0,1846.313,500.63,2495.02,0.0,0.0
26439.588,27649.774,24743.07,923.0,0.0,1831.86,485.372,2495.02,0.0,0.0
26373.764,27551.21,24565.2,923.0,0.0,1801.826,486.074,2495.02,0.0,0.0
26529.742,27530.9,24520.2,922.0,0.0,1714.841,496.066,2495.02,0.0,0.0
27142.894,27941.942,24885.81,922.0,0.0,1591.904,498.051,2495.02,0.0,0.0
27517.447,28374.711,25407.9,921.0,0.0,1345.022,497.049,2495.02,0.0,0.0
27394.737,28572.402,26080.85,921.0,0.0,934.789,492.188,2495.02,0.0,0.0
27989.438,28922.486,27239.86,921.0,0.0,260.905,450.786,2495.02,228.5,0.0
29169.169,29873.969,28517.44,920.0,0.0,4.523,397.853,2495.02,228.5,0.0
27748.664,28462.896,27025.2,922.0,0.0,0.0,397.807,2495.02,0.0,0.0
25597.208,26208.751,24961.07,922.0,0.0,0.0,391.297,2495.02,0.0,0.0
23953.159,24327.31,23480.07,922.0,0.0,0.0,113.839,2495.02,0.0,0.0
22979.995,23050.145,22078.48,922.0,0.0,0.0,79.355,2495.02,0.0,0.0
22441.712,22510.801,21554.2,922.0,0.0,0.0,36.716,2495.02,0.0,0.0
22148.501,22254.622,21116.94,921.0,0.0,0.0,36.517,2495.02,0.0,0.0
22086.722,21997.828,20934.81,922.0,0.0,0.0,36.744,2495.02,0.0,0.0
22313.988,22192.732,21254.07,922.0,0.0,0.0,36.773,2495.02,0.0,0.0
23554.928,23006.446,22116.94,923.0,0.0,0.0,40.998,2495.02,0.0,0.0
26527.983,25323.839,24482.2,923.0,0.0,0.0,115.857,2495.02,0.0,0.0
27504.869,26663.988,25673.07,924.0,0.0,82.948,268.074,2495.02,0.0,0.0
26498.12,26626.773,25042.07,923.0,0.0,734.013,260.92,2495.02,0.0,0.0
26783.575,27575.591,25155.94,923.0,0.0,1357.741,441.883,2495.02,0.0,0.0
26723.077,27762.865,24950.07,923.0,0.0,1648.138,500.52,2495.02,0.0,0.0
26869.663,27852.951,24773.94,923.0,0.0,1824.41,501.87,2495.02,0.0,0.0
26683.419,27970.527,24679.07,923.0,0.0,1912.762,501.587,2495.02,0.0,0.0
26644.715,27863.799,24493.99,923.0,0.0,1910.638,497.652,2495.02,0.0,0.0
26435.305,27859.114,24336.07,922.0,0.0,1876.859,497.629,2495.02,0.0,0.0
26534.034,28122.167,24446.94,922.0,0.0,1817.067,501.524,2495.02,0.0,0.0
27036.318,28330.798,24730.07,922.0,0.0,1684.552,444.313,2495.02,0.0,0.0
27331.991,28951.937,25561.94,921.0,0.0,1416.848,407.393,2495.02,0.0,0.0
27362.759,28817.901,25961.94,921.0,0.0,907.642,393.909,2495.02,0.0,0.0
27953.111,28822.946,26693.07,921.0,0.0,257.287,358.057,2495.02,213.0,0.0
29283.796,29979.993,28201.57,922.0,0.0,4.214,342.237,2495.02,213.0,0.0
27926.951,28591.822,26932.16,923.0,0.0,0.0,348.012,2495.02,0.0,0.0
25718.792,26378.466,24884.94,923.0,0.0,0.0,345.605,2495.02,0.0,0.0
23925.919,24525.637,23502.49,922.0,0.0,0.0,59.307,2495.02,0.0,0.0
22927.443,23480.569,22609.94,922.0,0.0,0.0,40.792,2495.02,0.0,0.0
22504.304,22841.211,22043.07,922.0,0.0,0.0,37.523,2495.02,0.0,0.0
22208.393,22375.404,21634.07,922.0,0.0,0.0,36.193,2495.02,0.0,0.0
22142.885,22160.985,21475.07,922.0,0.0,0.0,36.154,2495.02,0.0,0.0
22335.294,22342.758,21746.45,923.0,0.0,0.0,36.292,2495.02,0.0,0.0
23555.782,23157.269,22608.07,923.0,0.0,0.0,36.301,2495.02,0.0,0.0
26537.925,25186.009,24604.07,926.0,0.0,0.0,96.895,2495.02,0.0,0.0
27633.003,26535.212,25738.94,927.0,0.0,79.792,278.054,2495.02,0.0,0.0
26516.734,26743.799,25410.94,928.0,0.0,705.933,268.311,2495.02,0.0,0.0
27000.036,27780.24,25754.2,927.0,0.0,1338.965,430.849,2495.02,0.0,0.0
26739.937,28276.057,25929.94,927.0,0.0,1661.988,500.566,2495.02,0.0,0.0
26913.724,28212.551,25674.07,926.0,0.0,1840.299,501.129,2495.02,0.0,0.0
26909.688,28446.167,25695.07,926.0,0.0,1919.528,501.051,2495.02,0.0,0.0
26592.893,28332.62,25382.07,928.0,0.0,1926.368,500.612,2495.02,0.0,0.0
26272.457,27834.915,24708.07,928.0,0.0,1909.714,501.009,2495.02,0.0,0.0
26279.881,27528.455,24249.07,927.0,0.0,1852.049,500.566,2495.02,0.0,0.0
26284.77,27755.753,24441.2,927.0,0.0,1723.227,499.498,2495.02,0.0,0.0
26210.064,27855.827,24603.2,927.0,0.0,1434.24,499.158,2495.02,0.0,0.0
26241.865,27755.891,24871.972,926.0,0.0,948.794,487.444,2495.02,0.0,0.0
26710.425,27756.646,25674.348,926.0,0.0,244.982,449.847,2495.02,0.0,0.0
28051.44,28509.553,26890.217,925.0,0.0,2.033,396.813,2495.02,0.0,0.0
26953.625,27642.362,26208.157,927.0,0.0,0.0,396.402,2495.02,0.0,0.0
25434.287,25938.56,24688.422,927.0,0.0,0.0,394.212,2495.02,0.0,0.0
23884.931,24583.379,23806.843,927.0,0.0,0.0,117.175,2495.02,0.0,0.0
22755.542,23307.457,22620.46,927.0,0.0,0.0,77.471,2495.02,0.0,0.0
22239.286,22703.72,22002.07,927.0,0.0,0.0,37.942,2495.02,0.0,0.0
21853.541,22269.662,21516.07,927.0,0.0,0.0,36.568,2495.02,0.0,0.0
21705.985,21991.593,21199.07,927.0,0.0,0.0,36.251,2495.02,0.0,0.0
21833.117,21879.72,21037.81,927.0,0.0,0.0,36.684,2495.02,0.0,0.0
22090.232,22114.788,21214.412,927.0,0.0,0.0,58.733,2495.02,0.0,0.0
22790.628,22521.793,21601.969,927.0,0.0,0.0,111.594,2495.02,0.0,0.0
23518.577,23435.094,22275.478,928.0,0.0,75.363,213.102,2495.02,0.0,0.0
24570.529,25024.392,23211.073,928.0,0.0,694.57,276.283,2495.02,0.0,0.0
25548.819,26727.03,24163.519,928.0,0.0,1349.012,365.646,2495.02,0.0,0.0
25712.685,27329.562,24325.14,928.0,0.0,1659.903,485.513,2495.02,0.0,0.0
25381.748,27511.51,24346.73,927.0,0.0,1853.386,502.198,2495.02,0.0,0.0
25060.91,27195.794,24045.565,927.0,0.0,1932.44,501.762,2495.02,0.0,0.0
24919.029,26960.41,23662.5,926.0,0.0,1961.328,500.336,2495.02,0.0,0.0
24431.133,26593.296,23178.317,926.0,0.0,1942.526,501.774,2495.02,0.0,0.0
24096.966,25992.239,22529.011,927.0,0.0,1865.275,500.768,2495.02,0.0,0.0
23987.993,25755.416,22409.181,927.0,0.0,1708.741,499.537,2495.02,0.0,0.0
24134.119,25997.954,22810.277,926.0,0.0,1402.794,498.2,2495.02,0.0,0.0
24608.226,26179.949,23444.775,926.0,0.0,902.11,479.996,2495.02,0.0,0.0
25499.259,26854.548,24869.081,926.0,0.0,233.809,439.249,2495.02,0.0,0.0
27102.564,27926.891,26253.75,925.0,0.0,1.668,403.11,2495.02,0.0,0.0
26048.39,26637.46,25005.095,925.0,0.0,0.0,403.272,2495.02,0.0,0.0
24422.869,24901.578,23471.775,926.0,0.0,0.0,397.315,2495.02,0.0,0.0
23043.054,23598.633,22581.081,926.0,0.0,0.0,111.864,2495.02,0.0,0.0
22032.937,22589.525,21709.953,926.0,0.0,0.0,77.024,2495.02,0.0,0.0
21495.163,21870.161,21119.772,925.0,0.0,0.0,36.517,2495.02,0.0,0.0
21032.234,21304.223,20557.314,926.0,0.0,0.0,36.166,2495.02,0.0,0.0
20865.47,20867.411,20150.148,925.0,0.0,0.0,35.741,2495.02,0.0,0.0
20840.319,20892.355,20139.16,925.0,0.0,0.0,35.234,2495.02,0.0,0.0
20886.28,21191.902,20452.024,925.0,0.0,0.0,34.241,2495.02,0.0,0.0
21245.301,21504.544,20802.857,925.0,0.0,0.0,79.77,2495.02,0.0,0.0
22212.914,22357.121,21475.8,926.0,0.0,61.644,192.271,2495.02,0.0,0.0
23853.593,23992.372,22377.54,927.0,0.0,645.708,201.737,2495.02,0.0,0.0
24588.895,25637.583,23206.8,927.0,0.0,1276.318,288.217,2495.02,0.0,0.0
24574.541,26599.129,23536.47,927.0,0.0,1610.874,438.42,2495.02,0.0,0.0
24243.623,26840.784,23547.4,926.0,0.0,1796.334,484.597,2495.02,0.0,0.0
24132.44,26852.821,23500.27,928.0,0.0,1852.67,475.055,2495.02,0.0,0.0
23992.927,26617.864,23318.4,928.0,0.0,1807.874,454.953,2495.02,0.0,0.0
23499.715,26254.038,22905.27,928.0,0.0,1746.163,436.55,2495.02,0.0,0.0
23098.289,25605.822,22360.4,927.0,0.0,1590.244,452.043,2495.02,0.0,0.0
23080.147,25677.48,22626.27,927.0,0.0,1463.694,439.551,2495.02,0.0,0.0
23502.937,26042.36,23067.4,927.0,0.0,1245.826,446.213,2495.02,0.0,0.0
24001.319,26196.646,23512.03,926.0,0.0,799.527,445.748,2495.02,0.0,0.0
25262.224,26852.375,24694.0,926.0,0.0,214.952,437.083,2495.02,0.0,0.0
27043.019,27725.379,25784.0,926.0,0.0,1.617,396.501,2495.02,0.0,0.0
26116.052,26453.367,24623.0,926.0,0.0,0.0,390.682,2495.02,0.0,0.0
24169.825,24657.973,22891.0,927.0,0.0,0.0,303.225,2495.02,0.0,0.0
22690.655,23219.155,21758.0,927.0,0.0,0.0,103.686,2495.02,0.0,0.0
21822.714,22225.699,20853.6,927.0,0.0,0.0,78.449,2495.02,0.0,0.0
21432.054,21614.72,20433.27,928.0,0.0,0.0,37.545,2495.02,0.0,0.0
21149.485,21147.153,20082.07,928.0,0.0,0.0,37.581,2495.02,0.0,0.0
21052.167,20933.811,20003.81,927.0,0.0,0.0,36.602,2495.02,0.0,0.0
21322.499,21244.311,20459.07,928.0,0.0,0.0,2.823,2495.02,0.0,0.0
22565.056,22248.119,21480.94,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
25514.511,24311.869,23546.54,927.0,0.0,0.0,48.606,2495.02,0.0,0.0
26801.385,25862.367,25049.81,928.0,0.0,36.835,97.484,2495.02,0.0,0.0
25704.156,25895.936,24831.94,929.0,0.0,412.055,93.43,2495.02,0.0,0.0
26312.571,27287.991,25885.33,929.0,0.0,896.93,181.021,2495.02,0.0,0.0
26389.847,27900.973,26382.4,929.0,0.0,1111.437,250.215,2495.02,0.0,0.0
26578.606,28333.743,26732.0,929.0,0.0,1237.178,270.694,2495.02,0.0,0.0
26677.774,28448.249,26706.394,928.0,0.0,1322.425,272.464,2495.02,0.0,0.0
26660.317,28318.308,26197.565,927.0,0.0,1416.669,335.51,2495.02,0.0,0.0
26528.045,28289.827,26088.186,927.0,0.0,1240.144,338.416,2495.02,0.0,0.0
26593.512,28273.142,25937.272,927.0,0.0,1180.504,344.075,2495.02,0.0,0.0
27087.744,28590.321,26226.0,928.0,0.0,1031.512,336.594,2495.02,0.0,0.0
27253.726,29002.213,26704.643,928.0,0.0,805.681,305.76,2495.02,0.0,0.0
27399.273,28841.549,26627.928,928.0,0.0,474.032,335.164,2495.02,0.0,0.0
28347.439,29298.158,27201.19,928.0,0.0,127.679,386.0,2495.02,410.0,0.0
29327.252,29390.658,27609.859,928.0,0.0,1.383,260.053,2495.02,410.0,0.0
28027.469,27595.377,26156.546,928.0,0.0,0.0,193.817,2495.02,0.0,0.0
25747.542,25514.053,24370.522,928.0,0.0,0.0,161.897,2495.02,0.0,0.0
24042.883,23785.088,22814.38,927.0,0.0,0.0,66.568,2495.02,0.0,0.0
22954.739,22553.556,21783.643,927.0,0.0,0.0,11.787,2495.02,0.0,0.0
22464.438,21960.811,21315.07,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
22207.381,21858.201,21329.81,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
22121.741,21755.446,21274.94,929.0,0.0,0.0,0.0,2495.02,0.0,0.0
22382.805,21850.21,21363.07,929.0,0.0,0.0,0.0,2495.02,0.0,0.0
23533.692,22744.538,22164.57,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
26567.233,24826.051,24091.94,928.0,0.0,0.0,43.905,2495.02,0.0,0.0
27714.685,26519.729,25729.81,928.0,0.0,22.412,92.955,2495.02,0.0,0.0
26421.795,26443.98,25372.2,927.0,0.0,344.34,80.811,2495.02,0.0,0.0
26690.28,27549.678,25882.14,927.0,0.0,779.033,219.797,2495.02,0.0,0.0
26631.871,27993.12,25968.07,928.0,0.0,1024.147,322.278,2495.02,0.0,0.0
26644.077,28219.561,26122.367,928.0,0.0,1216.043,347.606,2495.02,0.0,0.0
26611.774,28186.119,25959.81,928.0,0.0,1239.823,375.217,2495.02,0.0,0.0
26445.628,27853.88,25517.97,927.0,0.0,1264.585,350.806,2495.02,0.0,0.0
26395.336,27403.777,25048.07,927.0,0.0,1228.917,320.071,2495.02,0.0,0.0
26530.988,27641.318,25316.41,926.0,0.0,1086.622,264.341,2495.02,0.0,0.0
27098.365,28119.66,25723.831,926.0,0.0,915.894,290.639,2495.02,0.0,0.0
27294.18,28540.875,26234.78,927.0,0.0,725.376,297.042,2495.02,0.0,0.0
27578.911,28661.2,26387.493,927.0,0.0,466.15,292.439,2495.02,0.0,0.0
28269.642,28960.318,27048.873,926.0,0.0,98.391,285.823,2495.02,274.0,0.0
29495.108,29465.867,27854.924,926.0,0.0,0.724,230.916,2495.02,274.0,0.0
28012.628,27728.206,26451.539,926.0,0.0,0.0,190.519,2495.02,0.0,0.0
25768.531,25701.829,24565.25,926.0,0.0,0.0,185.419,2495.02,0.0,0.0
24002.797,24005.667,23078.009,926.0,0.0,0.0,92.065,2495.02,0.0,0.0
22984.495,22828.129,22090.76,927.0,0.0,0.0,37.539,2495.02,0.0,0.0
22524.344,21961.601,21336.47,927.0,0.0,0.0,0.0,2495.02,0.0,0.0
22287.554,21636.135,21141.07,927.0,0.0,0.0,0.0,2495.02,0.0,0.0
22253.517,21482.055,21025.94,927.0,0.0,0.0,0.0,2495.02,0.0,0.0
22481.63,21751.368,21263.33,927.0,0.0,0.0,0.0,2495.02,0.0,0.0
23562.252,22748.752,22351.048,927.0,0.0,0.0,0.0,2495.02,0.0,0.0
26470.744,24947.086,24556.621,926.0,0.0,0.025,42.853,2495.02,0.0,0.0
27637.647,26622.633,26132.422,926.0,0.0,34.753,92.468,2495.02,0.0,0.0
26604.319,26480.768,25593.975,926.0,0.0,414.26,83.769,2495.02,0.0,0.0
26919.09,27262.246,25646.333,926.0,0.0,948.43,274.404,2495.02,0.0,0.0
27062.076,27662.59,25543.909,926.0,0.0,1275.137,380.48,2495.02,0.0,0.0
26691.432,28000.184,25627.289,927.0,0.0,1490.486,386.684,2495.02,0.0,0.0
26605.277,28153.135,25701.985,926.0,0.0,1592.601,393.034,2495.02,0.0,0.0
26370.954,28053.508,25424.564,927.0,0.0,1659.483,412.154,2495.02,0.0,0.0
26507.604,27904.641,25189.791,926.0,16.0,1604.856,392.609,2495.02,0.0,0.0
26594.107,28084.683,25308.117,926.0,14.0,1547.841,430.322,2495.02,0.0,0.0
27070.394,28659.696,26058.445,926.0,0.0,1228.265,439.73,2495.02,0.0,0.0
27492.298,29298.447,26764.589,925.0,0.0,998.414,440.741,2495.02,0.0,0.0
27736.531,29429.627,26865.765,925.0,0.0,748.9,463.863,2495.02,0.0,0.0
28421.48,29221.704,27200.102,927.0,0.0,191.363,423.118,2495.02,248.0,0.0
29349.427,29506.252,27702.27,927.0,0.0,0.992,378.729,2495.02,248.0,0.0
27816.058,27746.821,26133.259,927.0,0.0,0.0,369.335,2495.02,5.5,0.0
25702.023,25655.305,24281.34,927.0,0.0,0.0,290.547,2495.02,0.0,0.0
23926.898,24055.998,22874.803,926.0,0.0,0.0,112.019,2495.02,0.0,0.0
22888.389,22897.063,21850.07,926.0,0.0,0.0,68.839,2495.02,0.0,0.0
22319.839,22379.436,21454.07,926.0,0.0,0.0,36.113,2495.02,0.0,0.0
22111.666,22144.996,21335.94,927.0,0.0,0.0,36.179,2495.02,0.0,0.0
22090.89,22006.951,21268.07,928.0,0.0,0.0,26.868,2495.02,0.0,0.0
22235.068,22173.174,21489.2,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
23547.287,23448.403,22756.81,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
26543.611,25373.434,24645.2,927.0,0.0,0.0,47.933,2495.02,0.0,0.0
27661.627,26729.426,25923.203,927.0,0.0,45.934,88.808,2495.02,51.133,0.0
26622.084,26726.96,25504.81,927.0,0.0,519.978,90.253,2495.02,52.0,0.0
26922.384,27687.301,25883.933,927.0,0.0,1006.706,256.548,2495.02,40.733,0.0
26687.114,27834.459,25522.54,926.0,0.0,1357.839,358.683,2495.02,0.0,0.0
26722.223,28009.949,25497.67,927.0,0.0,1598.281,361.122,2495.02,0.0,0.0
26606.177,27990.6,25441.31,929.0,0.0,1708.079,362.642,2495.02,0.0,0.0
26423.085,27846.22,25126.67,929.0,0.0,1784.714,455.66,2495.02,0.0,0.0
26346.853,27722.695,24940.55,929.0,0.0,1737.188,490.209,2495.02,0.0,0.0
26492.336,27856.224,24979.54,929.0,0.0,1639.21,494.864,2495.02,0.0,0.0
26957.268,28159.51,25297.93,928.0,0.0,1468.019,449.677,2495.02,0.0,0.0
27234.944,28525.731,25528.27,928.0,0.0,1246.593,480.477,2495.02,0.0,0.0
27284.238,28590.432,25685.8,927.0,0.0,829.272,486.119,2495.02,0.0,0.0
28124.123,28839.405,26493.54,927.0,0.0,185.059,435.849,2495.02,229.0,0.0
29476.197,29478.429,27331.7,927.0,0.0,0.691,395.802,2495.02,229.0,0.0
28004.085,27877.347,25794.67,927.0,0.0,0.0,398.495,2495.02,0.0,0.0
25718.727,25940.857,23865.67,928.0,0.0,0.0,391.395,2495.02,0.0,0.0
24121.36,24110.366,22387.67,928.0,0.0,0.0,117.173,2495.02,0.0,0.0
23135.926,23077.004,21582.8,928.0,0.0,0.0,67.435,2495.02,0.0,0.0
22695.516,22285.834,20971.8,927.0,0.0,0.0,39.37,2495.02,0.0,0.0
22441.832,21751.349,20502.54,927.0,0.0,0.0,39.107,2495.02,0.0,0.0
22346.232,21797.066,20608.54,927.0,0.0,0.0,38.847,2495.02,0.0,0.0
22512.337,22104.063,21028.8,928.0,0.0,0.0,17.884,2495.02,0.0,0.0
23673.268,23001.424,21940.54,928.0,0.0,0.0,0.0,2495.02,0.0,0.0
26560.294,25362.735,24247.8,929.0,0.0,0.0,48.556,2495.02,0.0,0.0
27735.351,26952.588,25724.67,929.0,0.0,50.473,133.679,2495.02,0.0,0.0
26742.654,27052.464,25305.14,928.0,0.0,625.014,159.164,2495.02,0.0,0.0
27088.972,28043.035,25517.67,929.0,0.0,1265.191,412.202,2495.02,0.0,0.0
26933.73,28200.418,25283.8,928.0,0.0,1591.053,495.012,2495.02,0.0,0.0
26855.401,28313.58,25301.8,928.0,0.0,1803.936,500.106,2495.02,0.0,0.0
26707.527,28328.417,25375.8,928.0,0.0,1885.039,500.463,2495.02,0.0,0.0
26372.965,28250.935,25408.94,928.0,0.0,1860.29,499.202,2495.02,0.0,0.0
25917.53,27830.244,25082.67,927.0,0.0,1778.687,495.454,2495.02,0.0,0.0
25878.862,27612.804,24841.93,927.0,0.0,1700.918,475.612,2495.02,0.0,0.0
25992.89,27727.141,25005.54,928.0,0.0,1583.718,495.901,2495.02,0.0,0.0
26099.788,27856.591,25300.46,928.0,0.0,1322.256,500.117,2495.02,0.0,0.0
26252.543,27957.294,25815.17,928.0,0.0,897.681,492.693,2495.02,67.5,0.0
26977.894,27780.304,26268.17,927.0,0.0,199.169,446.728,2495.02,7.5,0.0
28232.032,28204.675,26715.94,927.0,0.0,0.608,400.457,2495.02,0.0,0.0
27238.691,27011.178,25234.8,927.0,0.0,0.0,398.651,2495.02,0.0,0.0
25411.865,25282.946,23513.67,929.0,0.0,0.0,391.552,2495.02,0.0,0.0
24151.163,23895.194,22613.67,928.0,0.0,0.0,117.18,2495.02,0.0,0.0
