fips_code,county,state,customers_out,run_start_time
04013,Maricopa,Arizona,63,2022-01-05 19:45:00
04013,Maricopa,Arizona,41,2022-01-05 20:00:00
04013,Maricopa,Arizona,57,2022-01-05 20:15:00
04013,Maricopa,Arizona,57,2022-01-05 20:30:00
04013,Maricopa,Arizona,57,2022-01-05 20:45:00
04013,Maricopa,Arizona,50,2022-01-05 21:00:00
04013,Maricopa,Arizona,50,2022-01-05 21:15:00
04013,Maricopa,Arizona,50,2022-01-05 21:30:00
04013,Maricopa,Arizona,54,2022-01-05 21:45:00
04013,Maricopa,Arizona,54,2022-01-05 22:00:00
04013,Maricopa,Arizona,67,2022-01-05 22:15:00
04013,Maricopa,Arizona,67,2022-01-05 22:30:00
04013,Maricopa,Arizona,67,2022-01-05 22:45:00
04013,Maricopa,Arizona,61,2022-01-05 23:00:00
04013,Maricopa,Arizona,61,2022-01-05 23:15:00
04013,Maricopa,Arizona,61,2022-01-05 23:30:00
04013,Maricopa,Arizona,34,2022-01-05 23:45:00
04013,Maricopa,Arizona,16,2022-01-06 00:00:00
04013,Maricopa,Arizona,30,2022-01-06 02:15:00
04013,Maricopa,Arizona,30,2022-01-06 02:30:00
04013,Maricopa,Arizona,30,2022-01-06 02:45:00
04013,Maricopa,Arizona,45,2022-01-06 03:00:00
04013,Maricopa,Arizona,30,2022-01-06 03:15:00
04013,Maricopa,Arizona,8,2022-01-06 06:15:00
04013,Maricopa,Arizona,8,2022-01-06 06:30:00
04013,Maricopa,Arizona,8,2022-01-06 08:15:00
04013,Maricopa,Arizona,8,2022-01-06 08:30:00
04013,Maricopa,Arizona,8,2022-01-06 08:45:00
04013,Maricopa,Arizona,8,2022-01-06 09:00:00
04013,Maricopa,Arizona,2,2022-01-06 12:15:00
04013,Maricopa,Arizona,2,2022-01-06 12:30:00
04013,Maricopa,Arizona,2,2022-01-06 12:45:00
04013,Maricopa,Arizona,2,2022-01-06 13:00:00
04013,Maricopa,Arizona,2,2022-01-06 13:15:00
04013,Maricopa,Arizona,2,2022-01-06 13:30:00
04013,Maricopa,Arizona,21,2022-01-06 13:45:00
04013,Maricopa,Arizona,57,2022-01-06 14:00:00
04013,Maricopa,Arizona,57,2022-01-06 14:15:00
04013,Maricopa,Arizona,57,2022-01-06 14:30:00
04013,Maricopa,Arizona,57,2022-01-06 14:45:00
04013,Maricopa,Arizona,56,2022-01-06 15:00:00
04013,Maricopa,Arizona,50,2022-01-06 15:15:00
04013,Maricopa,Arizona,15,2022-01-06 15:30:00
04013,Maricopa,Arizona,33,2022-01-06 15:45:00
04013,Maricopa,Arizona,37,2022-01-06 16:00:00
04013,Maricopa,Arizona,31,2022-01-06 16:15:00
04013,Maricopa,Arizona,16,2022-01-06 16:30:00
04013,Maricopa,Arizona,19,2022-01-06 16:45:00
04013,Maricopa,Arizona,29,2022-01-06 17:00:00
04013,Maricopa,Arizona,23,2022-01-06 17:15:00
04013,Maricopa,Arizona,18,2022-01-06 17:30:00
04013,Maricopa,Arizona,19,2022-01-06 17:45:00
04013,Maricopa,Arizona,30,2022-01-06 18:00:00
04013,Maricopa,Arizona,1163,2022-01-06 18:15:00
04013,Maricopa,Arizona,1150,2022-01-06 18:30:00
04013,Maricopa,Arizona,1149,2022-01-06 18:45:00
04013,Maricopa,Arizona,1149,2022-01-06 19:00:00
04013,Maricopa,Arizona,1149,2022-01-06 19:15:00
04013,Maricopa,Arizona,1149,2022-01-06 19:30:00
04013,Maricopa,Arizona,6,2022-01-06 19:45:00
04013,Maricopa,Arizona,7,2022-01-06 20:00:00
04013,Maricopa,Arizona,22,2022-01-06 20:15:00
04013,Maricopa,Arizona,20,2022-01-06 20:30:00
04013,Maricopa,Arizona,18,2022-01-06 20:45:00
04013,Maricopa,Arizona,1,2022-01-06 21:00:00
04013,Maricopa,Arizona,1,2022-01-06 21:15:00
04013,Maricopa,Arizona,1,2022-01-06 21:30:00
04013,Maricopa,Arizona,1,2022-01-06 21:45:00
04013,Maricopa,Arizona,36,2022-01-06 22:30:00
04013,Maricopa,Arizona,36,2022-01-06 22:45:00
04013,Maricopa,Arizona,3,2022-01-06 23:45:00
04013,Maricopa,Arizona,3,2022-01-07 00:00:00
04013,Maricopa,Arizona,3,2022-01-07 00:15:00
04013,Maricopa,Arizona,1302,2022-01-07 00:30:00
04013,Maricopa,Arizona,1302,2022-01-07 00:45:00
04013,Maricopa,Arizona,1302,2022-01-07 01:00:00
04013,Maricopa,Arizona,1302,2022-01-07 01:15:00
04013,Maricopa,Arizona,1302,2022-01-07 01:30:00
04013,Maricopa,Arizona,1302,2022-01-07 01:45:00
04013,Maricopa,Arizona,2434,2022-01-07 02:00:00
04013,Maricopa,Arizona,2434,2022-01-07 02:15:00
04013,Maricopa,Arizona,2434,2022-01-07 02:30:00
04013,Maricopa,Arizona,2513,2022-01-07 02:45:00
04013,Maricopa,Arizona,2510,2022-01-07 03:00:00
04013,Maricopa,Arizona,2510,2022-01-07 03:15:00
04013,Maricopa,Arizona,1378,2022-01-07 03:30:00
04013,Maricopa,Arizona,1378,2022-01-07 03:45:00
04013,Maricopa,Arizona,79,2022-01-07 04:00:00
04013,Maricopa,Arizona,79,2022-01-07 04:15:00
04013,Maricopa,Arizona,79,2022-01-07 04:30:00
04013,Maricopa,Arizona,26,2022-01-07 05:30:00
04013,Maricopa,Arizona,21,2022-01-07 05:45:00
04013,Maricopa,Arizona,21,2022-01-07 06:00:00
04013,Maricopa,Arizona,21,2022-01-07 06:15:00
04013,Maricopa,Arizona,52,2022-01-07 06:30:00
04013,Maricopa,Arizona,81,2022-01-07 06:45:00
04013,Maricopa,Arizona,81,2022-01-07 07:00:00
04013,Maricopa,Arizona,81,2022-01-07 07:15:00
04013,Maricopa,Arizona,81,2022-01-07 07:30:00
04013,Maricopa,Arizona,52,2022-01-07 07:45:00
04013,Maricopa,Arizona,52,2022-01-07 08:00:00
04013,Maricopa,Arizona,52,2022-01-07 08:15:00
04013,Maricopa,Arizona,52,2022-01-07 08:30:00
04013,Maricopa,Arizona,52,2022-01-07 08:45:00
04013,Maricopa,Arizona,52,2022-01-07 09:00:00
04013,Maricopa,Arizona,34,2022-01-07 09:45:00
04013,Maricopa,Arizona,34,2022-01-07 10:00:00
04013,Maricopa,Arizona,34,2022-01-07 10:15:00
04013,Maricopa,Arizona,34,2022-01-07 10:30:00
04013,Maricopa,Arizona,60,2022-01-07 10:45:00
04013,Maricopa,Arizona,60,2022-01-07 11:00:00
04013,Maricopa,Arizona,60,2022-01-07 11:15:00
04013,Maricopa,Arizona,26,2022-01-07 11:30:00
04013,Maricopa,Arizona,26,2022-01-07 11:45:00
04013,Maricopa,Arizona,26,2022-01-07 12:00:00
04013,Maricopa,Arizona,26,2022-01-07 12:15:00
04013,Maricopa,Arizona,681,2022-01-07 12:45:00
04013,Maricopa,Arizona,681,2022-01-07 13:00:00
04013,Maricopa,Arizona,681,2022-01-07 13:15:00
04013,Maricopa,Arizona,681,2022-01-07 13:30:00
04013,Maricopa,Arizona,681,2022-01-07 13:45:00
04013,Maricopa,Arizona,681,2022-01-07 14:00:00
04013,Maricopa,Arizona,714,2022-01-07 14:15:00
04013,Maricopa,Arizona,79,2022-01-07 14:30:00
04013,Maricopa,Arizona,400,2022-01-07 14:45:00
04013,Maricopa,Arizona,80,2022-01-07 15:00:00
04013,Maricopa,Arizona,89,2022-01-07 15:15:00
04013,Maricopa,Arizona,88,2022-01-07 15:30:00
04013,Maricopa,Arizona,100,2022-01-07 15:45:00
04013,Maricopa,Arizona,132,2022-01-07 16:00:00
04013,Maricopa,Arizona,77,2022-01-07 16:15:00
04013,Maricopa,Arizona,83,2022-01-07 16:30:00
04013,Maricopa,Arizona,103,2022-01-07 16:45:00
04013,Maricopa,Arizona,110,2022-01-07 17:00:00
04013,Maricopa,Arizona,111,2022-01-07 17:15:00
04013,Maricopa,Arizona,85,2022-01-07 17:30:00
04013,Maricopa,Arizona,51,2022-01-07 17:45:00
04013,Maricopa,Arizona,45,2022-01-07 18:00:00
04013,Maricopa,Arizona,53,2022-01-07 18:15:00
04013,Maricopa,Arizona,60,2022-01-07 18:30:00
04013,Maricopa,Arizona,60,2022-01-07 18:45:00
04013,Maricopa,Arizona,60,2022-01-07 19:00:00
04013,Maricopa,Arizona,44,2022-01-07 19:15:00
04013,Maricopa,Arizona,44,2022-01-07 19:30:00
04013,Maricopa,Arizona,37,2022-01-07 19:45:00
04013,Maricopa,Arizona,37,2022-01-07 20:00:00
04013,Maricopa,Arizona,72,2022-01-07 20:15:00
04013,Maricopa,Arizona,72,2022-01-07 20:30:00
04013,Maricopa,Arizona,57,2022-01-07 20:45:00
04013,Maricopa,Arizona,2425,2022-01-07 21:00:00
04013,Maricopa,Arizona,2425,2022-01-07 21:15:00
04013,Maricopa,Arizona,2417,2022-01-07 21:30:00
04013,Maricopa,Arizona,2417,2022-01-07 21:45:00
04013,Maricopa,Arizona,1009,2022-01-07 22:00:00
04013,Maricopa,Arizona,111,2022-01-07 22:15:00
04013,Maricopa,Arizona,97,2022-01-07 22:30:00
04013,Maricopa,Arizona,43,2022-01-07 23:30:00
04013,Maricopa,Arizona,77,2022-01-07 23:45:00
04013,Maricopa,Arizona,77,2022-01-08 00:00:00
04013,Maricopa,Arizona,52,2022-01-08 00:15:00
04013,Maricopa,Arizona,52,2022-01-08 00:30:00
04013,Maricopa,Arizona,43,2022-01-08 00:45:00
04013,Maricopa,Arizona,43,2022-01-08 01:00:00
04013,Maricopa,Arizona,43,2022-01-08 01:15:00
04013,Maricopa,Arizona,43,2022-01-08 01:30:00
04013,Maricopa,Arizona,43,2022-01-08 01:45:00
04013,Maricopa,Arizona,9,2022-01-08 02:00:00
04013,Maricopa,Arizona,9,2022-01-08 02:15:00
04013,Maricopa,Arizona,20,2022-01-08 02:30:00
04013,Maricopa,Arizona,20,2022-01-08 02:45:00
04013,Maricopa,Arizona,29,2022-01-08 03:00:00
04013,Maricopa,Arizona,29,2022-01-08 03:15:00
04013,Maricopa,Arizona,18,2022-01-08 03:30:00
04013,Maricopa,Arizona,18,2022-01-08 03:45:00
04013,Maricopa,Arizona,18,2022-01-08 04:00:00
04013,Maricopa,Arizona,18,2022-01-08 04:15:00
04013,Maricopa,Arizona,18,2022-01-08 04:30:00
04013,Maricopa,Arizona,18,2022-01-08 04:45:00
04013,Maricopa,Arizona,18,2022-01-08 05:00:00
04013,Maricopa,Arizona,18,2022-01-08 05:15:00
04013,Maricopa,Arizona,18,2022-01-08 05:30:00
04013,Maricopa,Arizona,18,2022-01-08 05:45:00
04013,Maricopa,Arizona,18,2022-01-08 06:00:00
04013,Maricopa,Arizona,56,2022-01-08 06:15:00
